Number;Number_extra;Count;Year;Editor;Image_src;Pages;Size;Link;Notes;Title;Alternate_numbering
;;1;2011;Saloranta, Tuomas;;89;A5;https://urs.fi/pdf/URS_tarinoita_01.pdf;Kansi Lucilla Lin;;
;;2;2011;Saloranta, Tuomas;;77;A5;https://urs.fi/pdf/URS_tarinoita_02.pdf;Kansi: Antti Vanhatalo. Numerosta 3 alkaen lehden nimeksi vaihtui Kultakuoriainen.;;
