Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Spin;6;;;2000;Karonen, Jarmo;Kun Jumala kirjoitti scifiä;;;;;;
Spin;1;;;2004;Karonen, Jarmo;Taivaiden taivastelija;;;;;;
Spin;4;;;2014;Karppanen, Pasi;Deadline;;;;;raapale;
Spin;3;;;2014;Karppanen, Pasi;Elävien kuolleiden ilta;;;;;raapale;
Spin;3;;;2014;Karppanen, Pasi;Eräänä yönä New Yorkissa;;;;;raapale;
Spin;3;;;2014;Karppanen, Pasi;Helvetistä?;;;;;raapale;
Spin;1;;;2014;Karppanen, Pasi;Innoituksen lähde;;;;;raapale;
Spin;2;;;2014;Karppanen, Pasi;Joulukuussa 1999;;;;;raapale;
Spin;1;;;2014;Karppanen, Pasi;Kohtaaminen metsätiellä;;;;;raapale;
Spin;4;;;2014;Karppanen, Pasi;Kulkija talviyössä;;;;;raapale;
Spin;4;;;2000;Karppanen, Pasi;Kuningas;;;;;raapale;
Spin;4;;;2014;Karppanen, Pasi;Lahja;;;;;raapale;
Spin;1;;;2014;Karppanen, Pasi;Mies Andromedasta;;;;;raapale;
Spin;3;;;2014;Karppanen, Pasi;Nelijalkaiset palvelijamme;;;;;raapale;
Spin;4;;;2000;Karppanen, Pasi;Olipa kerran villissä lännessä;;;;;raapale;
Spin;3;;;2014;Karppanen, Pasi;Puhelu;;;;;raapale;
Spin;1;;;2014;Karppanen, Pasi;Sfinksi;;;;;raapale;
Spin;5;;;1999;Karppanen, Pasi;Sielunvaelluksen omalaatuisista lainalaisuuksista;;;;;raapale;
Spin;3;;;2014;Karppanen, Pasi;Sielunvaelluksen omalaatuisista lainalaisuuksista;;;;;raapale;
Spin;3;;;1999;Karppanen, Pasi;Siivet;;;;;;
Spin;1;;;2014;Karppanen, Pasi;Sisar hento valkoinen;;;;;raapale;
Spin;4;;;2000;Karppanen, Pasi;Suuri kokeilu;;;;;raapale;
Spin;2;;;2014;Karppanen, Pasi;Suuri kokeilu;;;;;raapale;
Spin;1;;;2014;Karppanen, Pasi;Suurriistan metsästäjä;;;;;raapale;
Spin;4;;;2014;Karppanen, Pasi;Taikurin hattu;;;;;raapale;
Spin;2;;;2014;Karppanen, Pasi;Takala;;;;;raapale;
Spin;4;;;2014;Karppanen, Pasi;Tavallistakin tavallisempana aamuna;;;;;raapale;
Spin;6;;;1998;Karppanen, Pasi;Tragedia;;;;;raapale;
Spin;2;;;2014;Karppanen, Pasi;Tragedia;;;;;raapale;
Spin;4;;;2014;Karppanen, Pasi;Vaarallinen tehtävä;;;;;raapale;
Spin;2;;;2014;Karppanen, Pasi;Viimeisellä hetkellä;;;;;raapale;
Spin;2;;;2014;Karppanen, Pasi;Viisikymppiä kerta, muru;;;;;raapale;
Spin;1;;;2017;Kauppila, Suvi;Aivovuoto;;;;;;
Spin;1;;;2017;Kauppila, Suvi;Asiakasrajapinta;;;;;;
Spin;1;;;2015;Kauppila, Suvi;Karanteeni;;;;;;
Spin;1;;;2015;Kauppila, Suvi;Kielenkääntäjä;;;;;;
Spin;1;;;2015;Kauppila, Suvi;Maailmansyöjä;;;;;;
Spin;1;;;2017;Kauppila, Suvi;Pyhiinvaellus;;;;;;
Spin;1;;;2015;Kauppila, Suvi;Saariston lapsi;;;;;;
Spin;1;;;2017;Kauppila, Suvi;Taivaanrannanmaalari;;;;;;
Spin;1;;;2015;Kauppila, Suvi;Toimistoapinan kuolema;;;;;;
Spin;1;;;2017;Kauppila, Suvi;Toimistoapinan paluu;;;;;;
Spin;1;;;2017;Kauppila, Suvi;Tuntematon virhe;;;;;;
Spin;1;;;2015;Kauppila, Suvi;Yksi ruuvi päivässä;;;;;;
Spin;2;;;2012;Kauppinen, Jenni;Kiven värit;;;;;;
Spin;1;;;1982;Keränen, Juha;Put My Brains Away;;;;;;
Spin;2;;;1983;Keränen, Juha;R. Kruso, mies yksinäisillä saarilla;;;;;;
Spin;1;;;1984;Kilpi, Tuomas;Tast;;;;;;
Spin;3;;;1986;Kimmo & Juha;Laadun valinnat;;;;;;
Spin;1;;;2000;Kivelä, Marko;Kuin Benrubin syöksy;;;;;;
Spin;4;;;1989;Kivi, Jaakko;Junassa;;;;;raapale;
Spin;4;;;1989;Kivi, Jaakko;Mitä isät edellä sitä...;;;;;raapale;
Spin;3;3-4/2015;;2015;Korpinen, Anu;Tähden hauta;;;;;;
Spin;3;;;2012;Korte, Veera;Valkoisten siipien hinta;;;;;;
Spin;1;;;2011;Koskimies, Markus;Tarjous josta ei voinut kieltäytyä;;;;;;
Spin;3;3-4/2004;;2004;Koskinen, Juha-Pekka;Paimentamisen sietämätön keveys;;;;;;
Spin;3;;;2001;Koskinen, Seppo;Korvikemies;;;;;;
Spin;5;;;1999;Koskinen, Seppo;Oranssit sadepisarat ovat haihtuneet;;;;;;
Spin;5;;;2001;Kujansuu, Timo;Palanen sielustasi;;;;;;
Spin;6;;;2001;Kujansuu, Timo;Säveltäjä;;;;;;
Spin;1;;;2016;Kuutio, Aleksi;Solmuntekijä;;;;;;
Spin;1;;;2013;Kärppä, Jenni;Isoisä;;;;;;
Spin;3;;;1989;Laajarinne, Jukka;Jumissa;;;;;;
Spin;2;;;1994;Laajarinne, Jukka;Kuin tarujen sankari;;;;;;
Spin;1;;;2000;Laajarinne, Jukka;Nousu;;;;;;
Spin;3;;;1999;Laajarinne, Jukka;Olin jo vienyt roskiksen;;;;;;
Spin;3;;;2006;Laaksonen, Tero;Nuorten kirjanystävien klubi;;;;;;
Spin;4;;;1985;Laatikainen, Arto;Auringonlaskun aikaan;;;;;;
Spin;2;;;1986;Laatikainen, Arto;Kovan onnen lempilapsi;;;;;;
Spin;2;;;1987;Laatikainen, Arto;Painovirheblues;;;;;;
Spin;4;;;1986;Laatikainen, Arto;Pako todellisuudesta;;;;;;
Spin;4;;;1984;Laatikainen, Arto;Totuudenetsijät;;;;;;
Spin;1;;;1992;Lahti, Sofia;Kuollut eläinsuojelija koskettaa kuollutta kasvinsuojelijaa;;;;;;
Spin;2;;;2004;Laine, Petri;Elämän lähde;;;;;;
Spin;1;;;2002;Laine, Petri;Hollen tarina;;;;;;
Spin;1;;;2006;Laine, Petri;Les Morts Dansant;;;;;;
Spin;2;;;2005;Laine, Petri;Muuri;;;;;;
Spin;1;;;2004;Laine, Petri;Sade;;;;;;
Spin;3;;;2001;Laine, Petri;Täydellinen;;;;;;
Spin;3;;;2005;Laine, Petri & Leinonen, Anne;Ässä;;;;;;
Spin;4;;;2002;Laurila, Natalia;Muoripirun kauppakilta;;;;;;
Spin;3;;;2000;Lauronen, Mika-Petri;Kuolleiden vapaapäivä;;;;;raapale;
Spin;1;;;2001;Lauronen, Mika-Petri;Peto mieheksi ;;;;;;
Spin;4;;;1991;Lavonen, Anu;Katumusharjoitus;;;;;;
Spin;5;;;1997;Lehtinen, Vesa;Raskas kuuro;;;;;;
Spin;3;;;2001;Lehtinen, Vesa;Sormet;;;;;;
Spin;4;;;2011;Lehtiö, Jaana;Palmikko;;;;;;
Spin;2;;;2010;Lehtiö, Jaana;Tulokas;;;;;;
Spin;3;;;1986;Lehto, Kaijus;TMplATI PÄÄTÖS 423/2352 ;;;;;;
Spin;1;;;1987;Lehto, Kaijus;Tämän ymmärtävät…;;;;runo;;
Spin;3;;;1984;Lehtonen, J.;Aika;;;;;;
Spin;2;;;1984;Lehtonen, J.;Rakas päiväkirja;;;;;;
Spin;1;;;2015;Leijon, Maarit;Pyytävä tyttö;;;;;;
Spin;3;;;2002;Leinonen, Anne;Yksi lentää pois;;;;;;
Spin;3;;;2009;Leppä, Elli;Kesän loppu;;;;;;
Spin;5;;;1996;Leppänen, Erkka;Akvaariopäiväkirja;;;;;;
Spin;1;;;2002;Lindholm, Erkki;Kuolleen ruumiini yli;;;;;;
Spin;2;;;1987;Lindholm, Markku;Rantakalliolla;;;;;;
Spin;4;;;1987;Lindholm, Markku;Ritaritarina;;;;;;
Spin;4;;;2008;Lingen, Marissa K.;Irenan ruusut;;;;;;
Spin;4;;;2008;Lintula, Rauni;Marva;;;;;;
Spin;2;;;2014;Lönnberg, Olli;Amme;;;;;;
Spin;2;;;2014;Lönnberg, Olli;Ensitreffit;;;;;;
Spin;2;;;2014;Lönnberg, Olli;Keväällä hän tuli takaisin;;;;;;
Spin;2;;;2014;Lönnberg, Olli;Noidanlanka;;;;;;
Spin;2;;;2014;Lönnberg, Olli;Sukunäköä;;;;;;
Spin;1;;;1988;Mahnala, Marko;Comeback;;;;;;
Spin;2;;;2012;Malinen, Anna;Elonleikkuu;;;;;;
Spin;3;3-4/2013;;2013;Malinen, Anna;Siihen kaarna kasvakohon;;;;;;
Spin;3;3-4/2004;;2004;Malinen, Sanja;Tarina yöstä, tarina yhdestä ainoasta päivästä;;;;;;
Spin;2;;;1988;Markkanen, Olavi;Tähtipuu;;;;;;
Spin;3;;;2005;Martelius, Hanne;Jäätynyt;;;;;;
Spin;1;;;2008;Martelius, Hanne;Legenda;;;;;;
Spin;1;;;2004;Martelius, Hanne;Valkosipulia ja oliiveja;;;;;;
Spin;2;;;2005;Miettinen, J.K.;Nenaprevin ruoho;;;;;;
Spin;3;3-4/2004;;2004;Miettinen, J.K.;Torni;;;;;;
Spin;1;;;2012;Mäkiö, Saana;Kuolemattoman talo;;;;;;
Spin;3;;;2006;Männistö, Tiina;Ensimmäinen tapaamani noita;;;;;;
Spin;1;;;2005;Männistö, Tiina;Kun Viljan polkupyörä varastettiin;;;;;;
Spin;2;;;2003;Naumanen, Marko;Hänen nimensä on väri;;;;;;
Spin;6;;;1997;Niemelä, Reetta;Mustalintujen kansa;;;;;;
Spin;3;;;2003;Niemi, Tero & Salminen, Anne;Kuten ihmiset tekevät;;;;;;
Spin;4;;;2005;Nordling, Johanna;Hukkuneet äänet;;;;;;
Spin;3;;;2014;Norja, Sara;Munankuorikehto;;;;;;
Spin;1;;;2012;Nurro, Liisa;Varietee Elegansin erityinen ilta;;;;;;
Spin;4;;;1982;Oikarinen, Antti;Jumala ei pidä avaruusmatkoista;;;;;;
Spin;1;;;1986;Oikarinen, Antti;Kaksi naista ja hirviö;;;;;;
Spin;4;;;1983;Oikarinen, Antti;Pakotie;;;;;;
Spin;3;;;2010;Oksanen, Kati;Myyt(t)istä - proosaessee;;;;;;
Spin;6;;;2001;Orro, Leena;Sumua;;;;;;
Spin;4;;;2006;Paananen, Leila;Jósteinn ja Berglind;;;;;;
Spin;4;;;2003;Paananen, Leila;Ruezzin viesti;;;;;;
Spin;4;;;2005;Paananen, Leila;Vapautuksia;;;;;;
Spin;5;;;1993;Pajunen, Hannu;Rikos ja rangaistus ;;;;;raapale;
Spin;3;;;2008;Palonen, Vilhelmiina;Karahka;;;;;;
Spin;1;;;2016;Parkkinen, Elina;Isä häkissä ;;;;;;
Spin;1;;;2016;Parkkinen, Elina;Sieluton;;;;;;
Spin;3;;;1983;Paz, Ramon;Peili;;;;;;
Spin;3;;;1987;Paz, Ramon;Xedddarin raketit;;;;;;
Spin;3;;;1985;Pekka, Harriet;Junamania;;;;;;
Spin;1;;;2016;Peltomäki, Anna;Taivaanrannan takana;;;;;;
Spin;1;;;2000;Peltoniemi, Sari;Opettajan huone;;;;;;
Spin;2;;;2000;Peltoniemi, Sari;Se tulee joka vuosi;;;;;raapale;
Spin;4;;;1999;Perälä, Harri;Paapelintorni viisi;;;;runo;;
Spin;4;;;1989;Pohjola, Jouni;Komennus;;;;;;
Spin;3;;;1989;Pohjola, Jouni;Paluu;;;;;;
Spin;1;;;2003;Rasimus, Mika;Unihäiriö;;;;;;
Spin;4;;;1989;Reima, Jussi A.;Carla;;;;;;
Spin;2;;;1983;Rekunen, Veikko;Herra Isaac A. Clarkebury, tieteiskirjailija;;;;runo;;
Spin;3;;;1983;Rekunen, Veikko;Kristallipallo;;;;;;
Spin;2;;;1985;Rekunen, Veikko;Myrsky;;;;;;
Spin;1;;;1983;Rekunen, Veikko;Riemukas kuolema;;;;;;
Spin;3;;;1982;Rekunen, Veikko;Toinen kerta;;;;;;
Spin;4;;;1983;Rekunen, Veikko;Varas, osa 1;;;;;;
Spin;1;;;1984;Rekunen, Veikko;Varas, osa 2;;;;;;
Spin;2;;;1984;Rekunen, Veikko;Varas, osa 3;;;;;;
Spin;3;;;1984;Rekunen, Veikko;Varas, osa 4;;;;;;
Spin;3;;;2006;Riikonen, Marika;Höynä ja Kärtty;;;;;;
Spin;4;;;1986;Roimola, Ben;Yö;;;;;;
Spin;2;;;1983;Ronni, Tapani;Tritonin Sinfonia ;;;;;;
Spin;6;;;1999;Ryynänen, Jarkko;Seireeni;;;;;;
Spin;4;;;1999;Saarinen, Marko;Aamunkoitto;;;;;;
Spin;6;;;1998;Saarinen, Marko;Neste;;;;;;
Spin;5;;;1999;Saarinen, Marko;Pakkasyö;;;;;raapale;
Spin;2;;;2009;Saario, Mari;Diogeneen lyhty;;;;;;
Spin;2;;;2007;Saario, Mari;Ensimmäiset kahdeksan ruutua;;;;;;
Spin;2;;;1999;Saario, Mari;Ja heidän isiensä teot...;;;;;;
Spin;1;;;2005;Saario, Mari;Karhunkaataja, kaskenpolttaja ;;;;;;
Spin;3;;;2006;Saario, Mari;Keveät;;;;;;
Spin;3;;;2000;Saario, Mari;Korttelitanssi;;;;;;
Spin;3;;;2000;Saario, Mari;Metsästyksen loppu ;;;;;raapale;
Spin;2;3-4/2004;;2004;Saario, Mari;Mettä makeampaa;;;;;;
Spin;1;;;2000;Saario, Mari;Paluu;;;;;;
Spin;6;;;1999;Saario, Mari;Puhdasviljelmä ;;;;;;
Spin;2;;;2011;Saario, Mari;The Horse Shoe Nail ;;;;;;
Spin;2;;;2010;Saarto, Timo;Kirkastumisen hetkiä ;;;;;;
Spin;3;;;2011;Saarto, Timo;Kuolleen miehen keidas;;;;;;
Spin;1;;;2007;Saarto, Timo;Ruusumiehen aika ;;;;;;
Spin;2;;;2008;Saarto, Timo;Varrella virstan ;;;;;;
Spin;4;;;1987;Salminen, Juha;Herääminen;;;;;;
Spin;2;;;1990;Salminen, Juha;Toinen tuleminen;;;;;;
Spin;1;;;1989;Salminen, Juha;Velhojen taistelu;;;;;;
Spin;4;;;2001;Salminen, Katja;Lohikäärmefragmentteja;;;;;;
Spin;1;;;2001;Salmivuori, Toni;Aavevaunu;;;;;;
Spin;2;;;2012;Saloranta, Tuomas;Kaksipäisen lehmän varjossa;;;;;;
Spin;4;;;1986;Saneri, Kimmo;Kortteeri;;;;;;
Spin;3;;;1988;Saneri, Kimmo;Musta Mooses  ;;;;;;
Spin;4;;;1994;Santikko, Sauli;Pedon lutu;;;;;raapale;
Spin;5;;;1994;Santikko, Sauli;Universaalinen inkvisitio;;;;;;
Spin;1;;;1992;Santikko, Sauli;Vanhan lammikon vedet;;;;;;
Spin;2;;;2014;Seppänen, Irina;Kaupunki;;;;;;
Spin;1;;;2018;Seppänen, Kai;Kopio;;;;;;
Spin;3;;;2007;Sevänen, Niilo;Talven portti;;;;;;
Spin;1;;;2014;Siikaniemi, Venla;Hetken onnellinen ;;;;;;
Spin;3;;;1985;Sinisalo, Johanna;Kadotettu maailma ;;;;;;
Spin;2;;;1997;Sirein;Francisin tuomio;;;;;raapale;
Spin;2;;;1997;Sirein;Vanhan loppu - uuden alku?;;;;;raapale;
Spin;4;;;1988;Sirkiä, Pekka & Supinen, Pekka;Jätenautit;;;;;;
Spin;1;;;2001;Soikkeli, M.G.;Auschwitz on-line, osa 1;;;;;;
Spin;2;;;2001;Soikkeli, M.G.;Auschwitz on-line, osa 2;;;;;;
Spin;3;;;2001;Soikkeli, M.G.;Auschwitz on-line, osa 3;;;;;;
Spin;4;;;2001;Soikkeli, M.G.;Auschwitz on-line, osa 4;;;;;;
Spin;5;;;2001;Soikkeli, M.G.;Auschwitz on-line, osa 5;;;;;;
Spin;6;;;2001;Soikkeli, M.G.;Auschwitz on-line, osa 6;;;;;;
Spin;2;;;2004;Soikkeli, M.G.;Kilimanjaron lumet;;;;;;
Spin;1;;;2000;Soikkeli, M.G.;Pohjoismaiset murtoluvut värikuvina;;;;;;
Spin;3;;;2004;Soikkeli, M.G.;Synnyttäjät, osa 1;;;;;;
Spin;4;;;2004;Soikkeli, M.G.;Synnyttäjät, osa 2;;;;;;
Spin;1;;;2004;Soikkeli, M.G.;Valtakunnat kuin kuolevat lohikäämeet;;;;;;
Spin;1;;;2002;Soikkeli, M.G.;Vanhan maan vakoojat 1 - Ikuinen talvi;;;;;;
Spin;2;;;2002;Soikkeli, M.G.;Vanhan maan vakoojat 2 - Suurten syvyyksien kevät;;;;;;
Spin;3;;;2002;Soikkeli, M.G.;Vanhan maan vakoojat 3 - Kuolleen kesän tuulet;;;;;;
Spin;4;;;2002;Soikkeli, M.G.;Vanhan maan vakoojat 4 - Viimeisen syksyn metsä;;;;;;
Spin;6;;;2001;Suntila, Petra;Jäävirta;;;;;;
Spin;2;;;2013;Suntila, Shimo;Bacchuksen kasino;;;;;raapale;
Spin;3;3-4/2013;;2013;Suntila, Shimo;Ei itkeä saa;;;;;raapale;
Spin;1;;;2013;Suntila, Shimo;Homekylät ;;;;;raapale;
Spin;2;;;2013;Suntila, Shimo;Humala;;;;;raapale;
Spin;3;3-4/2013;;2013;Suntila, Shimo;Joulukaupunki;;;;;raapale;
Spin;3;3-4/2013;;2013;Suntila, Shimo;Joulumaa;;;;;raapale;
Spin;3;3-4/2013;;2013;Suntila, Shimo;Joulupallot;;;;;raapale;
Spin;2;;;2013;Suntila, Shimo;Kaksintaistelu;;;;;raapale;
Spin;2;;;2013;Suntila, Shimo;Kohtalotoverit;;;;;raapale;
Spin;1;;;2013;Suntila, Shimo;Korkeasaari;;;;;raapale;
Spin;1;;;2013;Suntila, Shimo;Meripihkavieras;;;;;raapale;
Spin;3;3-4/2013;;2013;Suntila, Shimo;Museohanke;;;;;raapale;
Spin;2;;;2013;Suntila, Shimo;Poseidonin pylväs;;;;;raapale;
Spin;2;;;2013;Suntila, Shimo;Puolustuslinja;;;;;raapale;
Spin;3;3-4/2013;;2013;Suntila, Shimo;Rekiretki;;;;;raapale;
Spin;1;;;2013;Suntila, Shimo;Tikit;;;;;raapale;
Spin;1;;;2013;Suntila, Shimo;Vanhaa rautaa;;;;;raapale;
Spin;1;;;2013;Suntila, Shimo;Viinamato;;;;;raapale;
Spin;1;;;1987;Supinen, Pekka;Opin sauna;;;;;;
Spin;4;;;1990;Surkka, Timo;Silhuetti;;;;;;
Spin;2;;;2006;Susitaival, Paula;Toimikas;;;;;;
Spin;3;;;2012;Svensk, Tiina;Vaeltaja;;;;;;
Spin;6;;;2001;Sydänoja, Mari;Puu vuosi verta;;;;;;
Spin;2;;;2013;Sysimetsä, Ulla;Surunkantaja;;;;;;
Spin;1;;;2010;Talikka, Pekka;Pahka;;;;;;
Spin;3;;;2017;Tammisto, Pihla;Kuiske;;;;;;
Spin;1;;;2002;Tanskanen, Kari;Painajaisversumi7;;;;;;
Spin;1;;;2018;Tapio, Maija Helena;Yli kuolleen ruumiinsa;;;;;;
Spin;1;;;2014;Tenhunen, Tuukka;Murskaaja;;;;;;
Spin;4;;;2014;Tenhunen, Tuukka;Ugrilainen tapaus;;;;;;
Spin;2;;;2006;Tossavainen, Kari;Myria;;;;;;
Spin;2;;;2012;Trufans Too;Aviokriisi Saturnuksen renkailla;;;;;;
Spin;1;;;2017;Trufans Too;Merkuriuksen auringon alla;;;;;;
Spin;2;;;2014;Trufans Too;Murha Marsissa;;;;;;
Spin;1;;;2018;Trufans Too;Niin katsoo pimeys myös sinuun;;;;;;
Spin;2;;;2013;Trufans Too;Suuri traktorinmunajahti ;;;;;;
Spin;3;3-4/2015;;2015;Trufans Too;Talonvaltaus neptunuslaiseen tapaan;;;;;;
Spin;1;;;1983;Tuohino, Jukka;Paluu alkuun;;;;;;
Spin;1;;;2003;Tähtinen, Keijo;Suurlähettiläs;;;;;;
Spin;4;;;1981;Untamo;Soturin paluu;;;;;;
Spin;6;;;1999;Urpi, Tuukka;Laiva;;;;;;
Spin;1;;;1999;Valjakka, Risto;Origo;;;;;raapale;
Spin;5;;;1999;Valjakka, Risto;Sen edestään löytää;;;;;raapale;
Spin;6;;;1998;Valjakka, Risto;Valtionalue 7 / Kansalaiskorjausjohtaja;;;;;raapale;
Spin;2;;;2012;Varis, Sanna;Lievo;;;;;;
Spin;2;;;2014;Varis, Sanna;Ruostuneet;;;;;;
Spin;6;;;1998;Viitanen, Laura;Minun nimeni on;;;;;;
Spin;5;;;1997;Viitanen, Laura;Usvasilmä;;;;;;
Spin;6;;;1998;Viljamaa, Emma;Hukattuja tulevaisuuksia;;;;;raapale;
Spin;2;;;1986;Virtanen, Pekka;Aikarako;;;;;;
Spin;3;;;1984;Virtanen, Pekka;Elämän kaipuu;;;;;;
Spin;2;;;1984;Virtanen, Pekka;Häijy hymy;;;;;;
Spin;1;;;1986;Virtanen, Pekka;Juna;;;;;;
Spin;1;;;1988;Virtanen, Pekka;Kolme koputusta;;;;;;
Spin;1;;;1984;Virtanen, Pekka;Koska aika palaa;;;;;;
Spin;4;;;1984;Virtanen, Pekka;Maailmankaikkeuden vaarallisin aine;;;;;;
Spin;3;;;1985;Virtanen, Pekka;Nukke;;;;;;
Spin;3;;;2000;Virtasalo, Joonas;Oksa I;;;;;raapale;
Spin;3;;;2000;Virtasalo, Joonas;Oksa II;;;;;raapale;
Spin;3;;;1990;Väisänen, Hannu;Cyberjunk I;;;;;raapale;
Spin;4;;;1990;Väisänen, Hannu;Cyberjunk II;;;;;raapale;
Spin;1;;;1991;Väisänen, Hannu;Cyberjunk III;;;;;raapale;
Spin;2;;;1991;Väisänen, Hannu;Cyberjunk IV;;;;;raapale;
Spin;3;;;1989;Väisänen, Hannu;Ikoni;;;;;;
Spin;4;;;1990;Väisänen, Hannu;Neurodancer;;;;;;
Spin;2;;;2001;Väisänen, Hannu;Starboat Troopers;;;;;raapale;
Spin;4;;;1987;Väisänen, Hannu;Tapaturma;;;;;;
Spin;4;;;2012;Välimäki, Kari;Isomummon resepti;;;;;;
Spin;4;;;2014;Välimäki, Kari;Kiusattu;;;;;;
