Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Spin;1;;;2008;Anonyymi;5 scifistä;;Kangasvuo, Jenny
Spin;4;;;2008;Anonyymi;5 scifistä;;Karppanen, Pasi
Spin;1;;;2016;Määttänen, Hanna;Kauhukertomusten jäljillä;Kauhu;
Spin;4;;;1986;Väisänen, Hannu;Koottua kauhua;Kauhu;
Spin;1;;;2003;Soikkeli, M.G.;Kuvitellun kauhun valtakunta;Kauhu;
Spin;4;;;1986;Väisänen, Hannu;Myisitkö sielusi paholaiselle?;Kauhu;
Spin;3;;;2000;Soikkeli, M.G.;G.G. Kay ja fantasian raskas viini ;Fantasia;Kay, Guy Gavriel
Spin;2;;;2015;Wang, Regina Kanyu;Tieteiskirjallisuus Kiinassa;science fiction, Kiina;
Spin;2;;;1987;Mäentaka, Kari;Kauhun kingi;Kauhu;King, Stephen
Spin;4;;;1990;Niemi, Timo;Stephen King ;Kauhu;King, Stephen
Spin;2;;;2008;Aalto, Tero;Huonouden hienous;Kirjoittaminen;
Spin;4;;;1989;Pohjola, Jouni;Jaettujen maailmankaikkeuksien kirjoittajien 10 käskyä Viimeisen kaupungin valossa tarkasteltuna;Kirjoittaminen;
Spin;4;;;2008;Aalto, Tero;Kielten kehittämisestä fantasiamaailmoja varten;Kirjoittaminen;
Spin;3;;;2000;Saario, Mari;Korttelitanssi - taustoja;Kirjoittaminen;
Spin;4;;;2008;Saario, Mari;Moraali? - reaktioita herättävä teos;Kirjoittaminen;
Spin;3;;;2005;Soikkeli, M.G.;Novellina suomalainen scifi on tullut tiensä päähän;Kirjoittaminen;
Spin;3;3-4/2004;;2004;Paananen, Leila;Ohjeita aloitteleville kirjoittajille sf-novellin kirjoittamiseen;Kirjoittaminen;
Spin;4;;;2008;Paananen, Leila;Omia kieliä;Kirjoittaminen;
Spin;1;;;2005;Saario, Mari & Paananen, Leila;On (ainakin) kaksi tapaa kirjoittaa scifiä;Kirjoittaminen;
Spin;3;3-4/2013;;2013;Svensk, Tiina;Shared Worlds - Nuoren kirjoittajan unelmien mahdollisuus;Kirjoittaminen;
Spin;1;;;2001;Ronni, Tapani;Tieteiskirjoittajan nelj4 virhettä;Kirjoittaminen;
Spin;4;;;1983;Rekunen, Veikko;Tieteisnovellin matka julkisuuteen;Kirjoittaminen;
Spin;2;;;2005;Laine, Petri & Leinonen, Anne;Yhteiskirjoittamisessa on voimaa;Kirjoittaminen;
Spin;3;;;1983;Mäentaka, Kari;Roy Krenkel;Taide, kuvittaminen, Roy G. Krenkel;
Spin;1;;;2009;Anonyymi;Genreuutisia Turbatorilta;Kustantaminen, Turbator;
Spin;4;;;2008;Eerola, Jani;Moraali? - Kokemuksia kaupallisesta nettijulkaisusta;Kustantaminen;
Spin;4;;;2007;Saario, Mari & Erkki, Harri;Scifi, kauhu ja muut oudot aihealueet innostavat turkulaista mikrokustantajaa;Kustantaminen, Turbator;
Spin;4;;;2008;Eskola, Kanerva;Sähköinen julkaiseminen on täällä;Kustantaminen;
Spin;1;;;2017;Piironen, Tauno;Fantastiset exlibrikset;Taide;
Spin;2;;;2012;Aalto, Mirelle;Metsäfantasian juurilla - Haastattelussa Jarkko Laine;Fantasia;Laine, Jarkko
Spin;2;;;2002;Ahonen, Johanna;David Langford - fanien eliittiä;;Langford, David
Spin;2;;;1984;Hypen, Kimmo;Mustavalkea metsä;;Le Guin, Ursula K.
Spin;1;;;2007;Männistö, Tiina;Tie naisen sydämeen vie etelänavan kautta;;Le Guin, Ursula K.
Spin;2;;;2008;Anonyymi;5 scifistä;;Leinonen, Anne
Spin;1;;;1980;Rajala, Hannu;Ei mikään Heinlein;;Lem, Stanislaw
Spin;2;;;1981;Salonen, Kai;Solaris;;Lem, Stanislaw
Spin;3;;;1985;Lindholm, Erkki;2/3:n kulttuuriteko;;Lewis, C.S.
Spin;4;;;2007;Rosvall, Katja;Oz aikuisten satuna - Gregory Maguiren Wicked;;Maguire, Gregory
Spin;2;;;1995;Pajunen, Hannu;Hannun Rautaneitsyt;;Manninen, Pekka A.
Spin;3;;;2007;Saaros, Kirsi;Uuden-Seelannin utrio: Juliet Marillier ja Sevenwaters-trilogia;;Marillier, Juliet
Spin;1;;;2009;Hlinovsky, Jan & Saario, Mari;George R.R. Martinin haastattelu;;Martin, George R.R.
Spin;1;;;2009;Pietilä, Raija;Jon Nietoksen vanhemmat;;Martin, George R.R.
Spin;1;;;2009;Ouramaa, Anniina;Tulen ja jään laulu eli Kill your darlings;;Martin, George R.R.
Spin;3;;;2003;Kataisto, Vesa;Käärmeen karvoja ja kummajaisia karvaisen sedän kynästä;;Moore, Alan
Spin;1;;;2011;Purhonen, Teemu;Kunnes tuli Kovacs;;Morgan, Richard
Spin;3;;;2007;Pohjola, Jouni;CMX: Talvikuningas;Musiikki;
Spin;4;;;2007;Jokela, Janna;Galaktisia säveliä - Turun filharmonisen orkesterin Star Wars -konsertti Turussa 13.11.2007;Musiikki, Star Wars;
Spin;4;;;1994;Jalonen, Juha;Pysykää koneen ääressä!!!!!;Musiikki;
Spin;1;;;1983;Haarikko, Harri;Scifi-rock I;Musiikki;
Spin;2;;;1983;Haarikko, Harri;Scifi-rock II - Rick Wakeman;Musiikki;
Spin;3;;;1998;Pohjola, Jouni;Sävelten kuvanveistäjä - Christopher Franke;Musiikki;
Spin;4;;;1991;Nurmela, Sami;This Is Hawkwind, Do Not Panic!;Musiikki;
Spin;2;;;2008;Saario, Mari;Uttu - Utuinen Taival Tähtiyön Unessa;Musiikki;
Spin;5;;;1998;Pohjola, Jouni;Ääniveistoksen anatomia - Chris Franken Babylon 5-levyt Babylon 5 Suite ja Messages From Earth;Musiikki, Babylon 5;
Spin;1;;;2017;Mönkkönen, Juhani;Ääniä tähtien takaa - We Come In Peace Turun konserttitalolla;Musiikki;
Spin;1;;;2008;Anonyymi;5 scifistä;;Mäkelä, J. Pekka
Spin;2;;;2007;Grönholm, Pertti;Nautshnaja fantastika - Venäläisten unelmien peili;Neuvostoliitto, Venäjä;
Spin;3;;;1983;Kronholm, Erkki;Vierailu naapurista;Neuvostoliitto, Venäjä;
Spin;4;;;2008;Anonyymi;5 scifistä;;Oksanen, Kati
Spin;1;;;2000;Ahonen, Johanna;Muukalainen vieraassa maassa - kirjailijaprofessori Lance Olsen;;Olsen, Lance
Spin;3;3-4/2013;;2013;Honkonen, Ira;Johanna Sinisalo Outsiderin jäljillä: Atorox oli edellä aikaansa;;Outsider & Sinisalo, Johanna
Spin;3;;;1988;Sirkiä, Pekka;Outsiderin vuodet - lyhyt elämänkerta;;Outsider
Spin;4;;;2008;Anonyymi;5 scifistä;;Paananen, Leila
Spin;3;3-4/2004;;2004;Anonyymi;Atonova 2004;Palkinnot, kilpailut;
Spin;3;;;1985;Anonyymi;Atorox 1984;Palkinnot, kilpailut;
Spin;4;;;2002;Anonyymi;Atorox 2002 Nova;Palkinnot, kilpailut;
Spin;3;;;2009;Saario, Mari;Atorox tuli kotiin;Palkinnot, kilpailut;
Spin;3;;;2008;Paananen, Leila;Esittelyssä Atorox-palkinto;Palkinnot, kilpailut;
Spin;1;;;2018;Junnila, Johanna;Keitä te ootte te noviisit?;Palkinnot, kilpailut;
Spin;3;;;2001;Anonyymi;Lentävä Atorox 2001;Palkinnot, kilpailut;
Spin;2;;;2013;Karppanen, Pasi;Mustia joutsenia etsimässä;Palkinnot, kilpailut;
Spin;3;;;2001;Ronni, Tapani;Nebula-iltaa viettämässä;Palkinnot, kilpailut;
Spin;3;;;2009;Mustajärvi, Katimaria & Saario, Mari;Nova 2009 - uusien kirjoittajien esiinmarssi;Palkinnot, kilpailut;
Spin;3;;;2012;Karppanen, Pasi;Noviisin kyydissä kolmatta kertaa;Palkinnot, kilpailut;
Spin;1;;;2016;Karppanen, Pasi;Noviisin kyydissä viidettä kertaa;Palkinnot, kilpailut;
Spin;1;;;1998;Forss, Ville;Science fiction -palkinnot;Palkinnot, kilpailut;
Spin;4;;;2009;Anonyymi;Suomalaisen spefin tulevaisuus - Noviisi 2009:n tulokset;Palkinnot, kilpailut;
Spin;2;;;2015;Karppanen, Pasi;Suuria muinaisia Aurajoen syvyyksistä - Spekulatiivinen Turku -kilpailun palkintojenjako;Palkinnot, kilpailut;
Spin;2;;;1996;Laaksonen, Mika;Keräilykorttipelit;Pelit;
Spin;1;;;2016;Leppälahti, Merja;Fantasiaa vuorenpeikkojen maasta - Siri Pettersenin Odininlapsi;Fantasia, Norja;Pettersen, Siri
Spin;3;;;2008;Anonyymi;5 scifistä;;Pohjola, Jouni
Spin;1;;;2008;Anonyymi;5 scifistä;;Pohjola, Mike
Spin;3;;;2008;Paananen, Leila;Haastattelussa Mike Pohjola;;Pohjola, Mike
Spin;1;;;2007;Saario, Mari;Pratchett ja politiikka;;Pratchett, Terry
Spin;2;;;2011;Paananen, Leila;A Moment with the Writer - Hannu Rajaniemi at the Akateeminen Kirjakauppa Bookstore in Turku;;Rajaniemi, Hannu
Spin;4;;;2009;Ligner, Meddy;Ranskalaista science fictionia ajasta aikaan;Science fiction, Ranska;
Spin;1;;;1995;Santikko, Sauli;X-Trivia: Vampyyrien äiti;;Rice, Anne
Spin;2;;;2006;Lohr, Michael;Kipinä taustamelussa: Haastattelussa Bruce Holland Rogers;;Rogers, Bruce Holland
Spin;3;;;2008;Anonyymi;5 scifistä;;Roimola, Ben
Spin;2;;;1990;Haarikko, Harri;Harrin peukaloruuvi;;Roimola, Ben
Spin;4;;;1989;Santikko, Sauli;2300 AD - tulevaisuuden peli;Pelit, Roolipelit;
Spin;2;;;2008;Suntila, Shimo;Elämäni kaukaisessa Galaksissa;Pelit, Roolipelit;
Spin;4;;;1997;Soikkeli, M.G.;Jumala larpissa on kertoja verkossa;Pelit, Roolipelit;
Spin;2;;;2002;Pohjola, Jouni;Järkyttävät tinasotilaat #1: Warzone;Pelit, Roolipelit;
Spin;3;;;2005;Pohjola, Jouni;Järkyttävät tinasotilaat #2: Defiance: Vital Ground;Pelit, Roolipelit;
Spin;3;;;2006;Pohjola, Jouni;Järkyttävät tinasotilaat #3: Infinity the Game & Starship Troopers;Pelit, Roolipelit;
Spin;1;;;2000;Achrén, Jani;"""Miten niin se ei ole scifiä?""";Pelit, Roolipelit;
Spin;1;;;1985;Tudeer, Lauri;Roolipelit - mitä kaikkea niitä onkaan;Pelit, Roolipelit;
Spin;1;;;1985;Riihonen, Esa;Roolit ja pelit;Pelit, Roolipelit;
Spin;1;;;1985;Kokko, Hannu;Runequest - roolipeli ylitse muiden;Pelit, Roolipelit;
Spin;1;;;2000;Joukamaa, Mauno;Scifi-roolipelit Tyrmässä;Pelit, Roolipelit;
Spin;3;;;1990;Santikko, Sauli;Star Cruiser ja Silent Death;Pelit, Roolipelit;
Spin;1;;;1985;Mäentaka, Kari;Yksinäisen D&D;Pelit, Roolipelit;
Spin;1;;;2011;Oksanen, Kati;Mary Rosenblum: Harhainvalta - Pintapuolinen syväanalyysi;;Rosenblum, Mary
Spin;1;;;2008;Mulari, Heta;Feministi vierailee Tylypahkassa;Harry Potter;Rowling, J. K.
Spin;4;;;2005;Korhonen, Tytti & Martelius, Hanne;Harry Potter and the Half-Blood Prince;Harry Potter;Rowling, J. K.
Spin;1;;;2008;Vuorinen, Milla;Kaikki hyvä päättyy aikanaan;Harry Potter;Rowling, J. K.
Spin;1;;;2008;Lindström, Mervi;Kirjasarja, jota rakastan;Harry Potter;Rowling, J. K.
Spin;1;;;2008;Siltanen, Taru;Kolmasosa elämästä;Harry Potter;Rowling, J. K.
Spin;4;;;2000;Paananen, Tytti;Poika, josta tuli velho eli Harry Potterin elämä ja teot;Harry Potter;Rowling, J. K.
Spin;1;;;2008;Kurki, Laura;Potterholisti;Harry Potter;Rowling, J. K.
Spin;4;;;1994;Engholm, Ahrvid;Tukholma science fiction -kaupunkina;Ruotsi;
Spin;1;;;1977;Anonyymi;Är du intresserad av sf på svenska;Ruotsi;
Spin;4;;;2008;Anonyymi;5 scifistä;;Saario, Mari
Spin;3;;;2009;Saario, Mari;Haluan kiittää koko fandomia ja kaikkia, jotka tekivät tämän mahdolliseksi;Palkinnot, kilpailut, Atorox;Saario, Mari
Spin;2;;;2008;Anonyymi;Esittelyssä Nova-palkittu kirjoittaja Timo Saarto;;Saarto, Timo
Spin;4;;;1984;Hypen, Kimmo;Miksi sadut kiehtovat?;Sadut;
Spin;1;;;2004;Ahonen, Johanna;Harrastamisesta voi saada palkkaakin;Star Wars, Stephen J. Sansweet;
Spin;2;;;1982;Waara, Juha;Amerikkalaisia scifi-sarjakuvia;Sarjakuvat;
Spin;1;;;2003;Kataisto, Vesa;Angouleme;Sarjakuvat;
Spin;6;;;2000;Ahonen, Johanna;Bryan Talbot ja mestarin kynänjälki;Sarjakuvat;
Spin;5;;;1994;Laaksonen, Mika;Cerebus;Sarjakuvat;
Spin;4;;;1985;Pohjola, Jouni;Elfquest;Sarjakuvat;
Spin;3;;;1983;Kivi, Jaakko;Enki Bilal Helsingissä;Sarjakuvat;
Spin;3;;;2008;Anonyymi;GNURF - suomenruotsalaista sarjakuvaa;Sarjakuvat;
Spin;2;;;2010;Mustajärvi, Katimaria;Hirviöitä rämeellä;Sarjakuvat;
Spin;4;;;1985;Kivi, Jaakko;Judge Dredd;Sarjakuvat;
Spin;1;;;1979;Haapio, Markku;Keräilijän tähtihetki;Sarjakuvat;
Spin;4;;;2003;Sinisalo, Otto;Kumpi voittais, Thor vai Hulk?;Sarjakuvat;
Spin;1;;;2007;Tanner, Laura;Mezieres & Christin: Varjojen lähettiläs;Sarjakuvat, Valerian;
Spin;2;;;2003;Kataisto, Vesa;Moebius paljastuu Jean Giraudiksi;Sarjakuvat;
Spin;4;;;2007;Ahonen, Johanna;Muistata Tuhkimon, Lumikin, Ruususen varmaan...;Sarjakuvat, Fables, Bill Willingham;
Spin;1;;;2003;Sinisalo, Otto;Mutta onko se scifiä?;Sarjakuvat;
Spin;2;;;2006;Koivunalho, Mikko;Myyttisekoitus - Kadonneiden nummien valitus;Sarjakuvat;
Spin;2;;;2010;Saario, Mari;Nanna - maaltamuuttajasta cityketuksi;Sarjakuvat;
Spin;4;;;2007;Koivunalho, Mikko;Nicholas Grisefothin seikkailut - Mustavalkoinen tarina värikkäältä keskiajalta;Sarjakuvat, Juha Ruusuvuori, Hannu Lukkarinen;
Spin;3;;;2002;Sinisalo, Otto;Paholaisia supersankareita ja pari valtionpäämiestä;Sarjakuvat;
Spin;4;;;2011;Oksanen, Kati;Poimintoja Piperkasta;Sarjakuvat;
Spin;2;;;2002;Sinisalo, Otto;Preacher - uskonpuute;Sarjakuvat;
Spin;3;;;1982;Tony;Russ Manning;Sarjakuvat;
Spin;2;;;2009;Mustajärvi, Katimaria;Sarjakuva-Finlandia scifiteokselle;Sarjakuvat, Sarasvatin hiekkaa, Petri Tolppanen;
Spin;3;3-4/2015;;2015;Mentunen, Sippo;Sarjakuvan siivin aikavirtojen pyörteissä - Aikamatkailua sarjakuvissa;Sarjakuvat;
Spin;4;;;2010;Mustajärvi, Katimaria;Sarjakuvavuosi 2010;Sarjakuvat;
Spin;1;;;2010;Saario, Mari;Satuhahmojen salatut elämät;Sarjakuvat, Lost Girls, Alan Moore, Melinda Gebbie;
Spin;1;;;1978;Ijäs, Jyrki;Science fiction ja sarjakuva;Sarjakuvat;
Spin;4;;;1981;Waara, Juha;Scifi-sarjakuvia 1981;Sarjakuvat;
Spin;1;;;1982;Waara, Juha;Scifi-sarjakuvia 1981 osa II;Sarjakuvat;
Spin;4;;;2009;Mustajärvi, Katimaria;Shokki sarjakuvaksi;Sarjakuvat;
Spin;1;;;2014;Ulanto, Mirka;Surullinen planeetta;Sarjakuvat, Valerian;
Spin;2;;;2003;Sinisalo, Otto;Uutta länsirintamalta - jenkkisarjakuva-arvioita;Sarjakuvat;
Spin;5;;;2001;Kataisto, Vesa;Vaatimaton superpiirtäjä Alan Davis;Sarjakuvat;
Spin;4;;;2011;Oksanen, Kati;Vain muutaman sarjakuvan tähden?;Sarjakuvat;
Spin;4;;;2002;Sinisalo, Otto;Warren Ellis - Lasaruksesta Jerusalemiin;Sarjakuvat;
Spin;1;;;1983;Murtosaari, Jukka;Winsor McCay - varhaisen fantasiasarjakuvan mestari;Sarjakuvat;
Spin;2;;;2007;Paananen, Leila;Hominideja ja kvanttifysiikkaa;;Sawyer, Robert J.
Spin;1;;;1979;Vuori, Jyrki;Aaltoliikettä ja liikeaaltoja;Science fiction;
Spin;3;3-4/2004;;2004;Soikkeli, M.G.;Aikaluupissa elävät kuolleetkin - ajan ja historian mielivalta on scifin konservatiivisinta ja radikaaleinta ainesta;Science fiction;
Spin;2;;;1986;Valtaoja, Esko;Bioastronomiako scifiä ihmeellisempää?;Science fiction;
Spin;5;;;1994;Ykspetäjä, Tero;Ensimmäisen asteen yhteys;Science fiction;
Spin;1;;;2011;Purhonen, Teemu;Epätoivoa ja huipputeknologiaa - Lyhyt johdatus kyberpunkin maailmaan;Science fiction, kyberpunk;
Spin;5;;;1997;Viljamaa, Emma;Fan Fiction;Science fiction;
Spin;3;;;1982;Mäentaka, Kari;Fantastisia taiteilijoita;Science fiction, taide, kuvitus;
Spin;3;;;1988;Ervasti, Kaijus;Huomioita sf:n ja historian suhteesta eräiden teosten valossa;Science fiction;
Spin;1;;;2012;Aalto, Milla & Paananen, Leila & Brodkin, Kai & Karppanen, Pasi & Aalto, Mirelle;Höyrykoneita ja yliluonnollista kauhua ;Science fiction, Steampunk;
Spin;4;;;1989;Pohjola, Jouni;Jaettu ilo on kaksinkertainen ilo - Megaromaanit ja jaetut maailmat;Science fiction;
Spin;4;;;2014;Sälsä, Mari;Kylmän sodan fantasioita vai scifin kasvukipuja?;Science fiction;
Spin;2;;;2003;Soikkeli, M.G.;Kynnysjuttuja evoluution portilla - johdatus scifin ja uskonnon yhtäläisyyksiin;Science fiction;
Spin;2;;;1997;Soikkeli, M.G.;Leikki ja järjestyksen ihme scifissä;Science fiction;
Spin;3;;;1987;Väisänen, Hannu;Maailmanlopun meiningit;Science fiction;
Spin;2;;;1980;Rosvall, Matti;Mitä science fiction on?;Science fiction;
Spin;2;;;2004;Soikkeli, M.G.;Muukalaisuus on nahkansyvyinen;Science fiction;
Spin;1;;;1980;Lundvall, Sam J.;Määritelmiä;Science fiction;
Spin;3;;;1997;Soikkeli, M.G.;Osta halvalla käytetty tähtilaiva!;Science fiction;
Spin;4;;;1988;Ervasti, Kaijus;Runo ja science fiction;Science fiction;
Spin;3;;;1986;Lehto, Kaijus;Science fiction aforismeissa, aforismit science fictionissa;Science fiction;
Spin;5;;;1998;Forss, Ville & Pohjola, Jouni & Saario, Mari & Tiainen, Olavi & Paananen, Leila & Suntila, Petra;Science fictionia (ja fantasiaa) vasta-alkajille;Science fiction;
Spin;3;;;2002;Soikkeli, M.G.;Scifin lavasteissa aavikkomaailma;Science fiction;
Spin;2;;;2002;Soikkeli, M.G.;Scifin lavasteissa merimaailma;Science fiction;
Spin;4;;;2002;Soikkeli, M.G.;Scifin lavasteissa viidakkomaailma;Science fiction;
Spin;4;;;2005;Soikkeli, M.G.;Scifissä kaikki kielet ovat vieraita;Science fiction;
Spin;1;;;1981;Riihonen, Esa;Sf ja tiede;Science fiction;
Spin;3;;;1981;Mäentaka, Kari;Sf:n hakuteoksia;Science fiction;
Spin;2;2-3/1978;;1978;Haapio, Markku;Sf-vuosi 1978;Science fiction;
Spin;3;;;2003;Soikkeli, M.G.;Sodat loppuvat säteilytettyyn rauhaan;Science fiction;
Spin;2;;;2012;Karppanen, Pasi;Suo, kuokka ja science fiction - Agraariscifin kivinen pelto;Science fiction;
Spin;4;;;1989;Väisänen, Hannu;Tervemenoa kyberavaruuteen;Science fiction;
Spin;2;;;2010;Naumanen, Marko;Transhumanismi - science fictionia vai science actionia?;Science fiction;
Spin;1;;;1989;Santikko, Sauli;Tulevaisuuden ja menneisyyden maa;Science fiction;
Spin;1;;;2006;Ronni, Tapani;Vierailulla science fiction -museossa;Science fiction;
Spin;1;;;2004;Soikkeli, M.G.;Älykäs laji ei sukupuolta tarvitse;Science fiction;
Spin;4;;;1990;Ykspetäjä, Tero;Aivomyrsky olohuoneessa;Sekalaista;
Spin;2;;;1985;Mäentaka, Kari;Antikvaarikatsaus;Sekalaista;
Spin;3;;;1989;Haarikko, Harri;Antikvaarikatsauksen paluu;Sekalaista;
Spin;2;;;2012;Aalto, Mirelle;Antikvariaatti Omituiset opukset;Sekalaista;
Spin;2;;;2014;Aalto, Mirelle;Asenne ennen kaikkea - Haastattelussa Nörttitytöt;Sekalaista;
Spin;1;;;1991;Hurtta, Boris;Bibliofiilisia paljastuksia;Sekalaista;
Spin;5;;;1994;Haarikko, Harri;Bonk - suomalainen menestystarina;Sekalaista;
Spin;3;;;2017;Mönkkönen, Juhani;Brahen antikvariaatti;Sekalaista;
Spin;1;;;2017;Mattila, Anna;Carnevalia;Sekalaista;
Spin;1;;;2012;Puustinen, Johanna;Circus of Horrors - Omituisten otusten kerho;Sekalaista;
Spin;3;;;2012;Aalto, Mirelle;Fantasiapelit;Sekalaista;
Spin;1;;;2012;Puustinen, Johanna;Haastattelussa Doktor Haze;Sekalaista;
Spin;1;;;2000;Achrén, Jani;Hei! Minun nimeni on Aibo!!;Sekalaista;
Spin;3;3-4/2013;;2013;Ulanto, Mirka;Holiton kolumni III;Sekalaista;
Spin;3;;;2014;Ulanto, Mirka;Holiton kolumni VI;Sekalaista;
Spin;4;;;2014;Ulanto, Mirka;Holiton kolumni VII;Sekalaista;
Spin;1;;;2015;Ulanto, Mirka;Holiton kolumni VIII;Sekalaista;
Spin;2;;;2015;Ulanto, Mirka;Holiton kolumni IX;Sekalaista;
Spin;3;3-4/2015;;2015;Ulanto, Mirka;Holiton kolumni X;Sekalaista;
Spin;1;;;2016;Ulanto, Mirka;Holiton kolumni XI;Sekalaista;
Spin;5;;;1993;Ripatti, Tommi & Nieminen, Mika P.;Lahti Survival Guide;Sekalaista;
Spin;2;;;1994;Hurtta, Boris;Lukijan lyhyt sanakirja;Sekalaista;
Spin;2;;;2009;Saario, Mari;Miten haluatte - taidetta scifistä ja poneista;Sekalaista;
Spin;2;;;1993;Ykspetäjä, Tero & Kiiskinen, Harri;Muukalainen Turussa;Sekalaista;
Spin;5;;;1994;Ykspetäjä, Tero;Muukalaisen poika Turussa;Sekalaista;
Spin;2;;;1991;Koppana, K.M.;Onko tämän päivän Suomessa pakanakultteja?;Sekalaista;
Spin;2;;;2006;Jantunen, Paula;Ontuvalla runoratsulla et pitkälle pötki -uskottavan hevosenpidon alkeiskurssi fantasiakirjoittajille;Sekalaista, kirjoittaminen, fantasia;
Spin;4;;;2007;Sissonen, Salla;"""Ope hei, voitsä hiukka jeesaa: mitä tarkoittaa 'Quidditch'?""";Sekalaista;
Spin;1;;;2009;Suntila, Shimo;Raskasta metallia - All Around Underground;Sekalaista;
Spin;4;;;1990;Roimola, Ben;Raven Armoury;Sekalaista;
Spin;1;;;2011;Anonyymi;Spinin spekulatiivinen kyselypalsta;Sekalaista;
Spin;1;;;2012;Anonyymi;Spinin spekulatiivinen kyselypalsta;Sekalaista;
Spin;3;;;1994;Ykspetäjä, Tero;Takapihan terminaattorit;Sekalaista;
Spin;6;;;1993;Hinkkanen, Juhani;Tampereella, nääs;Sekalaista;
Spin;2;;;2010;Saario, Mari;Tiedelehden spekulatiivinen lukeminen;Sekalaista;
Spin;1;;;2011;Aalto, Mirelle;TSFS:n jäsenalennuskumppanit #1: Alfa Antikva;Sekalaista;
Spin;3;;;2011;Oksanen, Kati;Turun sarjakuvakauppa;Sekalaista;
Spin;4;;;1989;Pohjola, Jouni;Viimeinen kaupunki;Sekalaista;
Spin;3;;;1984;Anonyymi;Yhdistystä perustamassa;Sekalaista;
Spin;3;;;2008;Roimola, Ben;Enhörningen - suomenruotsalainen yksisarvinen;sf-lehdet;
Spin;2;;;1980;Ölander, Tom;Fanzine palsta;sf-lehdet;
Spin;3;;;1980;Ölander, Tom;Fanzine palsta;sf-lehdet;
Spin;4;;;1980;Ölander, Tom;Fanzine palsta;sf-lehdet;
Spin;1;;;1981;Ölander, Tom;Fanzine palsta;sf-lehdet;
Spin;2;;;1981;Ölander, Tom;Fanzine palsta;sf-lehdet;
Spin;3;;;1981;Ölander, Tom;Fanzine palsta;sf-lehdet;
Spin;2;;;1981;Mäentaka, Kari;Haudan takaa;sf-lehdet;
Spin;1;;;2000;Mäentaka, Kari & Haarikko, Harri & Lindholm, Erkki & Roimola, Ben & Suntila, Shimo;SPIN aikojen saatossa;sf-lehdet, Spin;
Spin;1;;;1986;Haapio, Markku;SPIN forever;sf-lehdet, Spin;
Spin;2;;;1991;Roimola, Ben;SPIN - jonkinlainen historiikki;sf-lehdet, Spin;
Spin;6;;;1997;Roimola, Ben;SPIN - jonkinlainen historiikki (2.laitos);sf-lehdet, Spin;
Spin;3;;;2002;Pajari, Kirsi;Spin lukijakysely;sf-lehdet, Spin;
Spin;2;;;1991;Mäentaka, Kari;SPINin synty luku II: Uusi Kari;sf-lehdet, Spin;
Spin;2;;;1991;Haarikko, Harri;SPINin synty luku III: Harrin vastaisku;sf-lehdet, Spin;
Spin;2;;;1991;Lindholm, Erkki;SPINin synty luku IV: Erkin paluu;sf-lehdet, Spin;
Spin;2;;;1988;Meriranta, Anetta;Clifford D. Simak 1904-1988;;Simak, Clifford D.
Spin;3;;;1984;Meriranta, Anetta;Koirista, roboteista ja vähän muustakin;;Simak, Clifford D.
Spin;6;;;2000;Ahonen, Johanna;Ensi kertaa peikkoa kyydissä;;Sinisalo, Johanna
Spin;6;;;1994;Pajunen, Hannu;Hannun rautaneitsyt;;Sinisalo, Johanna
Spin;4;;;1988;Haarikko, Harri;Harrin peukaloruuvi;;Sinisalo, Johanna
Spin;3;;;2007;Anonyymi;Usko, toivo ja science fiction;;Sjö, Sofia
Spin;1;;;2010;Aalto, Mirelle;Scifi ja kauhu hiipivät runouteen;;Sonster, Tomi
Spin;2;;;1998;Harju, Petra;Deep Space Nine kolmannen kauden jaksoluettelo;TV, Star Trek;
Spin;5;;;1998;Suntila, Petra;Deep Space Nine - neljännen kauden jaksoluettelo;TV, Star Trek;
Spin;4;;;1997;Harju, Petra;Deep Space 9 - toisen kauden jaksoluettelo;TV, Star Trek;
Spin;4;;;1999;Pohjola, Mike;Käymättömistä korpimaista suurin ja kaunein;TV, Star Trek;
Spin;1;;;2014;Savola, Johan;Profeettojen poluilla - Star Trek ja uskonto;TV, Star Trek;
Spin;2;;;1997;Kuokkanen, Toni & Harju, Petra;Star Trek: Deep Space Nine;TV, Star Trek;
Spin;5;;;1996;Paananen, Tytti;Star Trek kirjailijoiden kynsissä;Star Trek;
Spin;3;;;2000;Pohjola, Jouni;The Fifth Frontier;TV, Star Trek;
Spin;2;;;1997;Harju, Petra;To Boldly Orbit a Planet Where No Station Has Orbited Before;TV, Star Trek;
Spin;1;;;1997;Kuokkanen, Toni;Anna wookieen voittaa;Star Wars, tietokonepelit;
Spin;1;;;2000;Pajari, Kirsi;Die wanna wanga!;Star Wars, Fandom, Tähtiallianssi;
Spin;2;;;2008;Brodkin, Kai;DVD: Family Guy Presents Blue Harvest;TV, Star Wars;
Spin;2;;;2009;Brodkin, Kai;Farsseja ja warsseja;TV, Star Wars;
Spin;2;;;2008;Brodkin, Kai;Imperiumin sanomat;Star Wars;
Spin;1;;;1997;Suntila, Simo & Salmi, Sami;Kuin paraskin sarjakuva?;Star Wars, Sarjakuvat;
Spin;1;;;1997;Salmi, Sami;Mikä Tähtien sodassa on niin hyvää?;Star Wars;
