Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Alienisti;;;23;2009;Perttu Puranen;Lasiperhonen;;;;runo;;
Alienisti;;;23;2009;Perttu Puranen;Sinä;;;;runo;;
Alienisti;;;23;2009;Perttu Puranen;Sirkus;;;;runo;;
Alienisti;;;26;2011;Susanna Puska;Punainen on hidas väri;;;;;;
Alienisti;;;32;2014;Lasse Ranta;Kertomuksia Vyöhykkeeltä, osa 1;;;;;;
Alienisti;;;37;2017;Lasse Ranta;Yövuoro 1;;;;;;
Alienisti;;;31;2013;Liisa Rantalaiho;Annen juhlat;;;;;;filk
Alienisti;;;16;2004;Liisa Rantalaiho;Arthur C. Clarke: The Star;;;;;;filk
Alienisti;;;16;2004;Liisa Rantalaiho;Data;;;;;;filk
Alienisti;;;24;2010;Liisa Rantalaiho;Juhlaruno: 42;;;;runo;;
Alienisti;;;16;2004;Liisa Rantalaiho;Kohtaus vuoressa;;;;;;filk
Alienisti;;;25;2010;Liisa Rantalaiho;Lännen mönkijä;;;;;;filk
Alienisti;;;16;2004;Liisa Rantalaiho;Nimbus lambda;;;;;;filk
Alienisti;;;25;2010;Liisa Rantalaiho;Space Opera;;;;;;filk
Alienisti;;;35;2016;Liisa Rantalaiho;The Alienist;;;;;;filk
Alienisti;;;16;2004;Liisa Rantalaiho;Valkoparta Karjupukki;;;;;;filk
Alienisti;;;39;2019;Niina Räsänen;Akvaario;;;;;;
Alienisti;;;26;2011;Tuomas Saloranta;Bronttosaurus ja bronttosauruksen munat;;;;;;
Alienisti;;;23;2009;Tarja Sipiläinen;Jalanjäljet rannalla;;;;;raapale;
Alienisti;;;35;2016;Tarja Sipiläinen;Korjausliikkeitä;;;;;;
Alienisti;;;23;2009;Tarja Sipiläinen;Pandemia;;;;;raapale;
Alienisti;;;20;2008;Tarja Sipiläinen;Rakkaani Flavia;;;;;;
Alienisti;;;29;2012;Tarja Sipiläinen;Sydämeeni joulun teen;;;;;raapale;
Alienisti;;;23;2009;Tarja Sipiläinen;Syke;;;;;raapale;
Alienisti;;;23;2009;Tarja Sipiläinen;Vappuinen varjoteatteri;;;;;raapale;
Alienisti;;;22;2009;Tarja Sjöblom;Taluttaja;;;;;;
Alienisti;;;18;2005;"Maria ""Nuppu"" Soanjärvi";Kauhua keväthangilla, osa 1;;;;;;
Alienisti;;;19;2006;"Maria ""Nuppu"" Soanjärvi";Kauhua keväthangilla, osa 2;;;;;;
Alienisti;;;20;2008;"Maria ""Nuppu"" Soanjärvi";Kauhua keväthangilla, osa 3;;;;;;
Alienisti;;;22;2009;M.G. Soikkeli;Karanneen kirjan kosketus;;;;;;
Alienisti;;;31;2013;Shimo Suntila;Avaruustrippi;;;;;;
Alienisti;;;29;2012;Shimo Suntila;Iskulause;;;;;raapale;
Alienisti;;;35;2016;Juri Timonen;Pienet heräilevät tarinat;;;;;;
Alienisti;;;5;1992;Olav Tirkkonen;Tuohisydän;;;;;;
Alienisti;;;29;2012;E. Tunturi;Mehevät viikunat;;;;;;
Alienisti;;;25;2010;Saana Tykkä;Minun mereni on maa;;;;runo;;
Alienisti;;;25;2010;Saana Tykkä;Näkevätkö meret unta?;;;;runo;;
Alienisti;;;22;2009;Mirka Ulanto;Hiukkasteni pyörintä. Loputon.;;;;;;
Alienisti;;;27;2011;Heidi Vaattovaara;Salkku;;;;;;
Alienisti;;;2;1990;Johanna Vainikainen;Siivoojat älkää nyysikö;;;;;;
Alienisti;;;16;2004;Jussi Vainikainen;Barad-Dur on rakennettu;;;;;;filk
Alienisti;;;11;2000;Emma Viljamaa;Leluhylly;;;;;;
Alienisti;;;38;2018;Reetta Vuokko-Syrjänen;Omaksi kuvakseen;;;;;;
