Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Legolas;;;10;1994;Kaarla, Sami;Roolipelien isoveljet live-pelit;Pelit, Roolipelit;
Legolas;;;21;2000;Leikomaa, Marianna;Harry Potter ja menestyksen salaisuus;Harry Potter;Rowling, J(oanne) K(athleen)
Legolas;;;22;2001;Suntila, Shimo & Paananen, Tytti & Ahonen, Johanna & Martelius, Hanne & London, Emma;Potteria Poimussa;Harry Potter;Rowling, J(oanne) K(athleen)
Legolas;;;6;1993;Tanska, Matti;Groo the Wanderer;Sarjakuvat;
Legolas;;;16;1998;Halme, Jukka;Hellboy - Mike Mignolan mesmeroivan makaaberi mestariteos;Sarjakuvat;
Legolas;;;12;1995;Vainikainen, Johanna;Hugo Pratt in memoriam;Sarjakuvat;
Legolas;;;29;2003;Leikomaa, Marianna;Jeff Smith - Luupäät;Sarjakuvat;
Legolas;;;8;1993;Makkonen, Anssi;Ole keltti ja anna suolia! - Slaine on sarjakuvabarbaareista aidoin;Sarjakuvat;
Legolas;;;17;1998;Rainio, Tarja;Usagi Yojimbo - Vaeltava samurai;Sarjakuvat;
Legolas;;;46;2009;Lauronen, Mika-Petri;BookMooch - Kirjarohmu;Sekalaista;
Legolas;;;6;1993;Halme, Jukka;Keskiajan lumo;Sekalaista;
Legolas;;;46;2009;Ross, John;Keskiajan demografiaa;Sekalaista;
Legolas;;;15;1997;Ervasti, Eppu;Ompelun taito: Osa 3: Annetaan saksien puhua;Sekalaista;
Legolas;;;22;2001;Polvinen, Sari;Reivatkaa purjeet!;Sekalaista;
Legolas;;;21;2000;Vinni, Pauli & Vinni, Päivi & Halme, Jukka & Kivelä, Marko;Yksinäinen vuori;Sekalaista;
Legolas;;;23;2001;Vinni, Päivi;Legolasin kymmenen vuotta;Lehdet, Legolas;
Legolas;;;46;2009;Anonyymi;www.usvazine.net - Fantasiaa verkossa;Lehdet, Usvazine;
Legolas;;;43;2008;Paavola, Manu;Kirjahyllystäni: Michael Shaara;;Shaara, Michael
Legolas;;;32;2004;Gröndahl, Juho;Fantasiaa teatterissa;Teatteri, näytelmät;
Legolas;;;23;2001;Vinni, Pauli;Hobitti;Teatteri, näytelmät;
Legolas;;;22;2001;Hytti, Antti;Lahdessa Tarua tanssien;Teatteri, näytelmät;
Legolas;;;8;1993;Kaltevo-Similä, Hannele;Narnian pahnanpohjimmaiset eli Hopeinen Tuoli kesäteatterinäytelmänä ;Teatteri, näytelmät;Lewis, C(live) S(taples)
Legolas;;;19;2001;Vinni, Pauli;Sagan om Ringen;Teatteri, näytelmät;
Legolas;;;19;2001;Rimón, Ilana;Tarun taikaa toisella kotimaisella;Teatteri, näytelmät;
Legolas;;;36;2005;Polvinen, Sari & Polvinen, Merja & Naarajärvi, Teemu & Halme, Jukka;Earthsea - eli mitä se SciFi Channel sitten oikeastaan meni ja teki rakastetulle fantasiaklassikolle?;Televisio;Le Guin, Ursula K.
Legolas;;;6;1993;Sihvola, Sampsa;Tarina Sarjan Herrasta;Televisio;
Legolas;;;11;1994;Tenhunen, Eeva-Liisa;Marianne ja fantasiakertoja Sheri S. Tepper;;Tepper, Sheri S.
Legolas;;;26;2003;Leppä, Elli;Faramir;;Tolkien, J.R.R.
Legolas;;;23;2001;Miettinen, Esko;Frodossa on hiven Kristusta;;Tolkien, J.R.R.
Legolas;;;16;1998;Polvinen, Sari & Halme, Jukka;Hobitit matkalla Hollywoodiin;Elokuvat;Tolkien, J.R.R.
Legolas;;;12;1995;Ahlström, Mikael;Isi, piirrä mulle örkki!;;Tolkien, J.R.R.
Legolas;;;14;1997;Kortesharju, Jouni;J.R.R. Tolkien: Mies ja toiminta;;Tolkien, J.R.R.
Legolas;;;15;1997;Kortesharju, Jouni;J.R.R. Tolkien: Mies Mordorin ja haltioiden takana;;Tolkien, J.R.R.
Legolas;;;10;1994;Oksanen, Mika;Kadonneita teitä eli aika- ja avaruusmatkat sekä Atlantis Tolkienin jälkeenjääneissä töissä;;Tolkien, J.R.R.
Legolas;;;26;2003;Vinni, Päivi;Keski-Maan kartat;;Tolkien, J.R.R.
Legolas;;;14;1997;Polvinen, Sari;Maailman paras kirja?;;Tolkien, J.R.R.
Legolas;;;22;2001;Neuvonen, Markus;Noldorin napina - Tolkienin maailmasta ja mediaystävällisyydestä;;Tolkien, J.R.R.
Legolas;;;12;1995;Alku, Panu;Onko Sormusten Herra hyvä seikkailu;;Tolkien, J.R.R.
Legolas;;;28;2003;Itäranta, Emmi;Parallels Lost?;;Tolkien, J.R.R.
Legolas;;;1;1991;Peltonen, Leena;Sormuksen orjat;;Tolkien, J.R.R.
Legolas;;;6;1993;Ahlström, Mikael;Tarja tulkitsi taustat;;Tolkien, J.R.R.
Legolas;;;16;1998;Anonyymi;Taru sormusten herrasta - The Elokuva(ko?);;Tolkien, J.R.R.
Legolas;;;28;2003;Isomäki, Mira G.;Tolkien and Myth for Dummies;;Tolkien, J.R.R.
Legolas;;;21;2000;van Rossenberg, René;Tolkien-musiikkia, kuunnelmia ja luentoja;;Tolkien, J.R.R.
Legolas;;;44;2008;Vinni, Pauli;Tolkien-musikaali;;Tolkien, J.R.R.
Legolas;;;32;2004;Vinni, Päivi;Tolkien-oheiskirjoista;;Tolkien, J.R.R.
Legolas;;;51;;Immonen, V.  & Tuominen, J.;Tolkienin kirje;;Tolkien, J.R.R.
Legolas;;;16;1998;Polvinen, Sari;Setä Topelius iskee jälleen;;Topelius, Zachris
Legolas;;;23;2001;Vinni, Päivi;Kantapeikko, vanha parta?;;Vainikainen, Johanna
Legolas;;;52;;Anonyymi;Catherynne M. Valente;;Valente, Catherynne M.
Legolas;;;16;1998;Rainio, Tarja;Patricia C. Wrede - satumaista fantasiaa;;Wrede, Patricia C.
