Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Kosmoskynä;2;;;2003;Leinonen, Anne;Recipe for a Bad Short Story;Kirjoittaminen;
Kosmoskynä;2;;;2006;Leinonen, Anne;Recipe for a Bad Short Story;Kirjoittaminen;
Kosmoskynä;1;;;2007;Nummelin, Juri;Romaani päivässä - kirjoittamisen työn sankarit;Kirjoittaminen;
Kosmoskynä;2;;;1988;Virtanen, Pekka;Romaanin kirjoittaminen;Kirjoittaminen;
Kosmoskynä;3;;;2005;Henriksson, Saara;Runotytön paluu;Kirjoittaminen;
Kosmoskynä;4;;;2014;Leisti, Onerva & Timonen, Juri;Ruusuja vai ryntäitä?;Kirjoittaminen;
Kosmoskynä;3;3-4/2008;;2008;Kantola, Camilla;Ryhmässä tyhmänä? - Aina vertaisarviointi ei toimi;Kirjoittaminen;
Kosmoskynä;1;;;2011;Koskinen, Juha-Pekka;Saako kritiikkiä kritisoida?;Kirjoittaminen;
Kosmoskynä;3;;;2015;Kontro, Inkeri;Samma på svenska? Kirjoittaminen ja editointi usealla kielellä;Kirjoittaminen;
Kosmoskynä;1;;;1990;Kasvi, Jyrki J.J.;Sanojen valitseminen ja luominen;Kirjoittaminen;
Kosmoskynä;1;;;2016;Kontro, Inkeri;Sauna, fika ja kolme novellia;Kirjoittaminen;
Kosmoskynä;3;;;1988;Meriranta, Anetta;Science fictionin kirjoittaminen;Kirjoittaminen;
Kosmoskynä;4;;;2014;Meriranta, Anetta;Science fictionin kirjoittaminen;Kirjoittaminen;
Kosmoskynä;1;;;1996;Kouki, Paula;Scifinovellin kirjoittajan opas;Kirjoittaminen;
Kosmoskynä;2;;;1989;Sirkiä, Pekka;Se-se-selittelyä!;Kirjoittaminen;
Kosmoskynä;2;;;2001;Suntila, Shimo;Siloisemmin! Kiiltävämmin! Varmemmin!;Kirjoittaminen;
Kosmoskynä;2;;;2010;Nuora, Kati;Sitten kun;Kirjoittaminen;
Kosmoskynä;4;;;2004;Leinonen, Anne;Sivistäkää penttejä ja pirkkoja!;Kirjoittaminen;
Kosmoskynä;4;;;2011;Hietala, Heikki;So... I wrote a book. Now what?;Kirjoittaminen;
Kosmoskynä;1;;;2011;Leinonen, Anne;Sol Stein: How to Grow a Novel;Kirjoittaminen;
Kosmoskynä;1;;;2005;Laajarinne, Jukka;Sota kelloja vastaan;Kirjoittaminen;
Kosmoskynä;2;;;2010;Anonyymi;Spefikirjoittajan ABC;Kirjoittaminen;
Kosmoskynä;2;;;2013;Hai, Magdalena;Steampunkin kirjoittamisesta;Kirjoittaminen;
Kosmoskynä;1;;;2009;Suoranta, Eero;Stephen King: Kirjoittamisesta;Kirjoittaminen;King, Stephen
Kosmoskynä;2;;;1996;Lehtinen, Vesa;Stereotyypit ja arkkityypit;Kirjoittaminen;
Kosmoskynä;3;;;2014;Lehtinen, Vesa;Stereotyypit ja arkkityypit;Kirjoittaminen;
Kosmoskynä;1;;;2002;Karppanen, Pasi;Stk:n pikaraapalekisa;Kirjoittaminen;
Kosmoskynä;3;;;2012;Soljankare, Kristiina;Suolistettua suollosta?;Kirjoittaminen;
Kosmoskynä;4;;;1987;Sinisalo, Johanna;Suomalaisen tieteisnovellin anatomia epätieteellisen tutkimuksen valossa;Kirjoittaminen;
Kosmoskynä;4;;;2000;Lehtinen, Vesa;Syynissä Writing Science Fiction and Fantasy;Kirjoittaminen;
Kosmoskynä;2;;;2016;Tuukkanen, Mari;Syysleireilyä Suvisaaristossa;Kirjoittaminen;
Kosmoskynä;2;;;2018;Leinonen, Anne;Talossa talosta taloon;Kirjoittaminen;
Kosmoskynä;2;;;2017;Alatalo, Katri;Tapoja vastaanottaa palautetta;Kirjoittaminen;
Kosmoskynä;1;;;2011;Soikkeli, Markku;Tarkat harhat spekulatiivisen fiktion kirjoittajalle – harjoituksia, osa 1;Kirjoittaminen;
Kosmoskynä;2;;;2011;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 2;Kirjoittaminen;
Kosmoskynä;3;;;2011;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 3;Kirjoittaminen;
Kosmoskynä;1;;;2012;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 4;Kirjoittaminen;
Kosmoskynä;2;;;2012;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 5;Kirjoittaminen;
Kosmoskynä;3;;;2012;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 6;Kirjoittaminen;
Kosmoskynä;4;;;2012;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 7;Kirjoittaminen;
Kosmoskynä;2;;;2013;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 8;Kirjoittaminen;
Kosmoskynä;3;;;2013;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 9;Kirjoittaminen;
Kosmoskynä;4;;;2013;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 10;Kirjoittaminen;
Kosmoskynä;1;;;2014;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 11;Kirjoittaminen;
Kosmoskynä;2;;;2014;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 12;Kirjoittaminen;
Kosmoskynä;3;;;2014;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 13;Kirjoittaminen;
Kosmoskynä;4;;;2014;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 14;Kirjoittaminen;
Kosmoskynä;1;;;2015;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 15;Kirjoittaminen;
Kosmoskynä;2;;;2015;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 16;Kirjoittaminen;
Kosmoskynä;3;;;2015;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 17;Kirjoittaminen;
Kosmoskynä;4;;;2015;Soikkeli, Markku;Tarkat harhat, harjoituksia spekulatiivisen fiktion kirjoittajalle, osa 18;Kirjoittaminen;
Kosmoskynä;3;;;2001;Suntila, Shimo;Taustaa novelliin Purret;Kirjoittaminen;
Kosmoskynä;4;;;1993;Lehtonen, Kimmo;Taustatyöstä fiktion luomisessa;Kirjoittaminen;
Kosmoskynä;3;;;2014;Sinisalo, Henna;Tautisia tarinoita menneiltä vuosisadoilta;Kirjoittaminen;
Kosmoskynä;1;;;1987;Suurpää, Matti;Teksti on tärkeintä kirjallisuudenalasta riippumatta;Kirjoittaminen;
Kosmoskynä;1;;;2013;Lintunen, Venla;Tekstin henkeä kunnioittaen;Kirjoittaminen;
Kosmoskynä;3;3-4/2010;;2010;Pohjonen, Eeva;Tekstin jakajat - Välimerkeillä vivahteita;Kirjoittaminen;
Kosmoskynä;2;;;2006;Rajaniemi, Hannu;The Island of Cut-Throats - A Finnish Writer in The United Kingdom;Kirjoittaminen;
Kosmoskynä;4;;;1990;Shiner, Lewis;The Turkey City Lexicon;Kirjoittaminen;
Kosmoskynä;1;;;1996;Colliander, Tuomas;Tieteen käyttäminen kirjoittamisessa;Kirjoittaminen;
Kosmoskynä;3;;;2001;Hildén, Timo;Tieteiskirjoittajakurssi Espoossa;Kirjoittaminen;
Kosmoskynä;3;;;2007;Kovanen, Harri;Tuunaa taruhahmosi - STk:n kirjoittajaseminaari Tampereella 20.10.2007;Kirjoittaminen;
Kosmoskynä;2;;;1994;Ronni, Tapani;Tyyli ennen kaikkea;Kirjoittaminen;
Kosmoskynä;3;;;1996;Lankinen, Pasi;Tämänvuotisen lukemiseni kirjat - miksi ne on kirjoitettu;Kirjoittaminen;
Kosmoskynä;2;;;2014;Leinonen, Anne;Uraputki vai tähdenlento? - Konkari ja uudet tulokkaat pohtivat alaa;Kirjoittaminen;
Kosmoskynä;4;;;2004;Lehtinen, Vesa;Ursula Le Guin: Steering the Craft;Kirjoittaminen;Le Guin, Ursula K.
Kosmoskynä;1;;;2008;Oksanen, Kati;Vacklin, Rosenvall ja Nikkinen: Elokuvan runousoppia;Kirjoittaminen;
Kosmoskynä;1;;;2015;Leinonen, Anne;Verotustietoa kirjoittajalle;Kirjoittaminen;
Kosmoskynä;3;3-4/2009;;2009;Tarkiainen, Terhi;Viisi erää ringissä ja yhä pystyssä;Kirjoittaminen;
Kosmoskynä;1;;;1992;Peltonen, Leena;Voiko kirjoittamista opettaa;Kirjoittaminen;
Kosmoskynä;3;3-4/2010;;2010;Thorel, Christine;Writing for Comics with Peter David;Kirjoittaminen, Sarjakuvat;
Kosmoskynä;2;;;2013;Supinen, Miina;Yhden yön juttuja ja avio-onnea;Kirjoittaminen;
Kosmoskynä;3;;;2014;Henriksson, Saara;Yhdessä kohti omaa polkua;Kirjoittaminen;
Kosmoskynä;1;;;2011;Pohjonen, Eeva;Yhdyssanojen portaita;Kirjoittaminen;
Kosmoskynä;3;3-4/2008;;2008;Henriksson, Saara;Ylikoulutetun kirjoittajan tunnustuksia;Kirjoittaminen;
Kosmoskynä;2;;;2005;Eiland, Monica;You can follow the yellow brick road, but there's no place like home, Dorothy;Kirjoittaminen;
Kosmoskynä;1;;;2001;Lauronen, Mika-Petri;Zen ja kirjoittamisen taito;Kirjoittaminen;
Kosmoskynä;3;;;2004;Saario, Mari;Zen ja kirjoittamisen taito;Kirjoittaminen;
Kosmoskynä;3;;;2012;Leinonen, Anne;Älä sure, jos homma menee susille;Kirjoittaminen;
Kosmoskynä;1;;;2007;Karppanen, Pasi;Aikamatka historiaan - Haastattelussa Juha-Pekka Koskinen;;Koskinen, Juha-Pekka
Kosmoskynä;3;;;2003;Peltoniemi, Sari;Kosmoskynän kymmenen kysymystä kirjoittajalle;;Koskinen, Juha-Pekka
Kosmoskynä;3;;;2000;Leinonen, Anne;Aioitko julkaista? Kuinka lähestyä kustantajaa?;Kustantaminen;
Kosmoskynä;1;;;2008;Niemi, Tero;Amerikan valloituksen ABC;Kustantaminen;
Kosmoskynä;4;;;2000;Tapio, Juha K.;Kosmoksen nurkkaus: Julkaisemisesta ja kustantamisesta;Kustantaminen;
Kosmoskynä;3;;;1992;Peltonen, Leena;Kierros kustantajien puheilla;Kustantaminen;
Kosmoskynä;1;;;2007;Karppanen, Pasi;Mitä, miksi, M? - Haastattelussa Harri Kumpulainen;Kustantaminen;Erkki, Harri
Kosmoskynä;1;;;2008;Datlow, Ellen;Mitä toimittaja tahtoo?;Kustantaminen;
Kosmoskynä;3;;;2015;Salonen, Anna;Novellien englanninkieliset julkaisukanavat - miten pääsen alkuun;Kustantaminen;
Kosmoskynä;2;;;1987;Kervinen, Anna-Liisa;Sci-fi ei saa erikoiskohtelua;Kustantaminen;
Kosmoskynä;4;;;2011;Morgan, Cheryl;Selling to the World;Kustantaminen;
Kosmoskynä;2;;;2012;Kumpulainen, Harri;Suomalainen scifi-novelli ja seinähullu kustantaja;Kustantaminen;Erkki, Harri
Kosmoskynä;3;;;1986;Laatikainen, Arto;Hiipivä hulluus, eli kirjoittamalla kiirastuleen;;Laatikainen, Arto
Kosmoskynä;3;;;2004;Peltoniemi, Sari;Kosmoskynän kymmenen kysymystä;;Laine, Petri
Kosmoskynä;3;;;2006;Karppanen, Pasi;Skandinaavista etnofantasiaa - haastattelussa Leena Laulajainen;;Laulajainen, Leena
Kosmoskynä;4;;;2015;Lauronen, Mixu;Sokeutta ja sahtia - kansantarusto kontiaistarinoissa;;Lauronen, Mixu
Kosmoskynä;1;;;2012;Anonyymi;Kosmoskynän 10 kysymystä;;Lehtiö, Jaana
Kosmoskynä;4;;;2000;Karppanen, Pasi;Politiikkaa, yhteiskunnallisia murroksia ja scifin uusia tuulia - Haastattelussa Kimmo Lehtonen;;Lehtonen, Kimmo
Kosmoskynä;2;;;2016;Norvasto, Maija;Posthumanistit haastattelussa;;Leinonen, Anne & Lönnberg, Olli & Rauhala, Mikko & Vuokko-Syrjänen, Reetta
Kosmoskynä;1;;;2016;Outinen, Miia;Liliana Lento yhdistää chick litin ja fantasian;;Lento, Liliana
Kosmoskynä;2;;;2016;Alatalo, Katri;Laura Luotola ja oman kustantamon kapinallisuus;;Luotola, Laura
Kosmoskynä;2;;;2018;Saarinen, Toni;Anna Malinen tuntee kansanperinteen monipuoliset maailmat;;Malinen, Anna
Kosmoskynä;2;;;2009;Järvenpää, Laura;Fantastista musiikkia - katsaus kotimaisiin fantasiabändeihin;Musiikki;
Kosmoskynä;2;;;2009;Karppanen, Pasi;Ihmeen tuntua;Musiikki;
Kosmoskynä;2;;;2009;Peltonen, Ella & Karppanen, Pasi;Kun fandomia laulattaa - filkkaamisen teoriaa ja käytäntöä;Musiikki;
Kosmoskynä;4;;;1988;Kasvi, Jyrki J.J.;The Making of the Representative for Planet 8;Musiikki;
Kosmoskynä;2;;;2017;Outinen, Miia;Mia Myllymäki yhdistää nykyhetken ja tulevan;;Myllymäki, Mia
Kosmoskynä;3;;;2004;Leinonen, Anne;Aikamatka Aleksandriaan - haastattelussa J. Pekka Mäkelä;;Mäkelä, J. Pekka
Kosmoskynä;2;;;2009;Mäkelä, J. Pekka;Hylyntyhjentäjien laulu;;Mäkelä, J. Pekka
Kosmoskynä;3;;;1991;Nenonen, Kari;Huomioita Pekka-sedän huomioista;;Nenonen, Kari
Kosmoskynä;1;;;1989;Jaeger, Eeva;Kari Nenosen tunnustuksia;;Nenonen, Kari
Kosmoskynä;3;;;1991;Sirkiä, Pekka;Kauhun maailma mätänee edelleen;;Nenonen, Kari
Kosmoskynä;2;;;1991;Sirkiä, Pekka;Kauhun mädäntynyt maailma;;Nenonen, Kari
Kosmoskynä;2;;;2011;Anonyymi;Kosmoskynän kymmenen kysymystä;;Nevala, Heikki
Kosmoskynä;1;;;2005;Henriksson, Saara;Nimbuksen matka novelleista kirjaksi - haastattelussa Tero Niemi ja Anne Salminen;;Niemi, Tero & Salminen, Anne
Kosmoskynä;3;;;2015;Anonyymi;Kosmoskynän 10 kysymystä;;Näsi, Liisa
Kosmoskynä;1;;;2005;Peltoniemi, Sari;Kosmoskynän kymmenen kysymystä;;Paananen, Leila
Kosmoskynä;3;;;1991;Anonyymi;Atorox-tunnelmia 1991;Palkinnot, kilpailut, Atorox;
Kosmoskynä;3;;;2006;Karppanen, Pasi & Salminen, Katja;Hekuma 2006 - Erään kirjoituskilpailun anatomia;Palkinnot, kilpailut;
Kosmoskynä;3;3-4/2009;;2009;Karppanen, Pasi & Leinonen, Anne;Kirjoita kirjoittamisesta keräsi kirjavan sadon;Palkinnot, kilpailut;
Kosmoskynä;4;;;2000; Peltoniemi, Sari;Nova 2000 tuotti hyvän sadon;Palkinnot, kilpailut, Nova;
Kosmoskynä;3;;;2003;Anonyymi;Nova 2003 voitto Sielulinnuille;Palkinnot, kilpailut, Nova;
Kosmoskynä;3;;;2014;Anonyymi;Nova 2014 -palkintojenjakotilaisuus;Palkinnot, kilpailut, Nova;
Kosmoskynä;1;;;2012;Saaros, Kirsi;Nova-kirjoituskilpailu esiraatilaisen silmin;Palkinnot, kilpailut, Nova;
Kosmoskynä;4;;;2005;Karppanen, Pasi;Nova-voitto Hukkuneille äänille;Palkinnot, kilpailut, Nova;
Kosmoskynä;3;3-4/2009;;2009;Karppanen, Pasi;Noviisi yllätti jälleen;Palkinnot, kilpailut;
Kosmoskynä;2;;;2008;Karppanen, Pasi;Noviisi 2007 tarjosi positiivisia yllätyksiä;Palkinnot, kilpailut;
Kosmoskynä;1;;;2014;Karppanen, Pasi;Noviisin kyydissä jälleen kerran;Palkinnot, kilpailut;
Kosmoskynä;1;;;2015;Soikkeli, Markku;Portti-kilpailun 29. voitto Jyväskylään;Palkinnot, kilpailut;
Kosmoskynä;4;;;2011;Halme, Jukka;Science Fiction and Fantasy Translation Awards;Palkinnot, kilpailut;
Kosmoskynä;4;;;2003;Anonyymi;STk:n pikaraapalekisa 2003;Palkinnot, kilpailut;
Kosmoskynä;1;;;2001;Karppanen, Pasi;Suuri Atorox-keskustelu;Palkinnot, kilpailut, Atorox;
Kosmoskynä;1;;;2008;Karppanen, Pasi;Writers of the Future - Skientologiaa vai oikotie ulkomaan markkinoille?;Palkinnot, kilpailut;
Kosmoskynä;1;;;2016;Outinen, Miia;T.T. Parikka ja omakustanteen mahdollisuudet;;Parikka, T.T.
Kosmoskynä;2;;;2007;Karppanen, Pasi & Lehtinen, Vesa;Leena Peltonen (1951-2007) - In Memoriam;;Peltonen, Leena
Kosmoskynä;4;;;2001;Soikkeli, Markku;Nuortenromaani täydentää aikuistuneen Suomi-fantasian;;Peltoniemi, Sari
Kosmoskynä;3;;;1990;Koskinen, Ari;Tieteisnovelli Yleisradiossa - Ari Koskisen haastattelu, osa 1;Radio, Kuunnelmat;
Kosmoskynä;4;;;1990;Koskinen, Ari;Ari Koskisen haastattelu, osa 2;Radio, Kuunnelmat;
Kosmoskynä;1;;;1991;Koskinen, Ari;Ari Koskinen kertoo, osa 3;Radio, Kuunnelmat;
Kosmoskynä;2;;;1996;Hujanen, Mervi & Coliander, Tuomas;Atro Lahtela;Radio, Kuunnelmat;Lahtela, Atro
Kosmoskynä;4;;;2011;Rajaniemi, Hannu;Cosmos Pen's Ten Questions for the Writer;;Rajaniemi, Hannu
Kosmoskynä;4;;;2004;le Bussy, Alain;Ranskalainen sf ja fandom ;Ranska, Science fiction, Fandom;
Kosmoskynä;4;;;2014;Anonyymi;Kosmoskynän 10 kysymystä;;Ranta-aho, Tapio
Kosmoskynä;4;;;1987;Salminen, Juha;Kolmas Kosmoskynä-palkinto Veikko Rekuselle;Palkinnot;Rekunen, Veikko
Kosmoskynä;2;;;2017;Lampiniva, S.S.;Minna Roininen unien äärellä;;Roininen, Minna
Kosmoskynä;4;;;2015;Soikkeli, Markku;Pelin dramatiikkaa romanttiseen spekulaatioon;;Roininen, Minna
Kosmoskynä;4;;;2003;Leinonen, Anne & Pohjola, Mike;Myrskyn aika on tullut!;Pelit, Roolipelit;
Kosmoskynä;2;;;1988;Ronni, Tapani;Roolipelien maailma;Pelit, Roolipelit;
Kosmoskynä;1;;;2009;Huovinen, Eero;Tarina roolipelissä;Pelit, Roolipelit;
Kosmoskynä;2;;;2002;Engholm, Ahrvid;Ruotsin scifikirjoittajakenttä;Ruotsi, Science fiction;
Kosmoskynä;1;;;2003;Peltoniemi, Sari;Haastattelussa Mari Saario;;Saario, Mari
Kosmoskynä;4;;;1992;Hinkkanen, Juhani;Haluan puhua kuolemasta;;Sadelehto, Markku
Kosmoskynä;3;;;2005;Salminen, Katja;Kuinka vanha Pieni Punahilkka olikaan?;Fantasia, Sadut;
Kosmoskynä;4;;;2003;Breitsameter, Florian;Science fiction Saksassa;Saksa, Science fiction;
Kosmoskynä;4;;;2005;Peltoniemi, Sari;Kosmoskynän kymmenen kysymystä;;Salin, Petri
Kosmoskynä;1;;;2002;Laine, Petri;Shakespearen jalanjäljillä;;Salin, Petri
Kosmoskynä;4;;;2006;Anonyymi;Kosmoskynän kymmenen kysymystä;;Salminen, Katja
Kosmoskynä;3;;;2001;Salminen, Katja;Fragmentaarisia ajatuksia eräästä novellista;;Salminen, Katja
Kosmoskynä;2;;;2012;Anonyymi;Kosmoskynän 10 kysymystä;;Saloranta, Tuomas
Kosmoskynä;3;;;1993;Ronni, Tapani;Ruutunikkarit ystävyyden puistossa;;
Kosmoskynä;2;;;2005;Karppanen, Pasi & Sirkiä, Pekka;Avaruusoopperan synty ja spekulatiivisen fiktion tulevaisuus – Science fictionin ajallisesta perspektiivistä ;Science fiction;
Kosmoskynä;2;;;2008;Karppanen, Pasi & Lehtinen, Vesa & Paananen, Leila;Entäpä jos... vaihtoehtohistorian viehätys;Science fiction, Vaihtoehtohistoria;
Kosmoskynä;4;;;2000;Soikkeli, M.G.;Historiaa vain meidän silmillemme;Science fiction;
Kosmoskynä;1;;;2005;Karppanen, Pasi;Kotimainen scifi- ja fantasiavuosi 2004 - Matkoja ajassa ja avaruudessa;Science fiction;
Kosmoskynä;1;;;2006;Karppanen, Pasi;Kotimainen scifi- ja fantasiavuosi 2005 - Visioita menneeseen ja tulevaan;Science fiction;
Kosmoskynä;4;;;2006;Paananen, Leila;Kotimainen scifi- ja fantasiavuosi 2006 - Uutta ja vanhaa;Science fiction;
Kosmoskynä;1;;;2009;Karppanen, Pasi & Paananen, Leila;Kotimainen scifi- ja fantasiavuosi 2008 - Myyttejä ja historiaa;Science fiction;
Kosmoskynä;2;;;2016;Koistinen, Aino-Kaisa;Kuvitelmia ei-inhimillisestä;Science fiction;
Kosmoskynä;3;;;2015;Kontro, Inkeri;Materiaalitieteet spekulatiivisessa fiktiossa;Science fiction;
Kosmoskynä;2;;;2000;Laine, Petri;Matka maailmankaikkeuden laidalle ja takaisin;Science fiction;
Kosmoskynä;4;;;1992;Hinkkanen, Juhani;Mitä tieteiskirjallisuus on ja mitä se ei ole;Science fiction;
Kosmoskynä;4;;;2011;Saloranta, Tuomas & Katajala, Jussi;Neo-Pulp Speculative Fiction (NPS);Science fiction;
Kosmoskynä;4;;;2013;Kuutio, Aleksi;Näkyvä nuortendystopia;Science fiction;
Kosmoskynä;3;;;1996;Tirkkonen, Olav;Palstan täytettä;Science fiction;
Kosmoskynä;4;;;2003;Karonen, Jarmo;Scifin ja realismin rajapinnassa;Science fiction;
Kosmoskynä;3;;;2000;Niskanen, A.J.;Scifin realismi;Science fiction;
Kosmoskynä;2;;;2006;Karppanen, Pasi;Sidestream of Mainstream - A Look at Current Finnish SF/F;Science fiction;
Kosmoskynä;4;;;2011;Loponen, Mika;The Evolution of Genre Jargon;Science fiction;
Kosmoskynä;3;;;2011;Morgan, Cheryl;Transsukupuolisten muuttuva kuva tieteis- ja fantasiakirjallisuudessa;Science fiction;
Kosmoskynä;1;;;1996;Soikkeli, M.G.;Vierauden asteet ja tunnistamisen ihme tieteiskirjallisuudessa;Science fiction;
Kosmoskynä;3;;;1989;Sarmanto, Auvo;Voiko tulevaisuutta tehdä?;Science fiction;
Kosmoskynä;1;;;1991;Anonyymi;Elimäen tarkoitus;Sekalaista;
Kosmoskynä;1;;;1996;Larmola, Maija;Elämäni koneet;Sekalaista;
Kosmoskynä;3;;;1989;Supinen, Pekka;Jalavalta pesee ja Taikapeilistä linkoaa;Sekalaista;
Kosmoskynä;1;;;1991;Hakulinen, Lauri;Kieli kehityksen kuvastimena;Sekalaista;
Kosmoskynä;3;;;1992;Peltonen, Leena;Kierros kustantajien puheilla;Kustantaminen;
Kosmoskynä;2;;;2008;Karppanen, Pasi;Kirjan tulevaisuus - Isi, kerro mikä oli kirja?;Sekalaista;
Kosmoskynä;1;;;1989;Virtanen, Pekka;Kirjoittajan työkalut 1;Sekalaista;
Kosmoskynä;2;;;1996;Meriranta, Anetta;Kyllä minä tiedän mitä sukupuolta Indira Gandhi oli;Sekalaista;
Kosmoskynä;4;;;2013;Leinonen, Anne;Löyhkää vai oivallusta? - Kotimaisten dystopioiden buumi;Sekalaista;
Kosmoskynä;4;;;2014;Hakkarainen, S.A.;Matrix. Nyt. Internetin suhteesta identiteettiin;Sekalaista;
Kosmoskynä;3;;;1992;Sirkiä, Pekka;Miksi kirjoitan tieteiskirjallisuuskritiikkiä?!?;Sekalaista;
Kosmoskynä;3;;;1992;Sinisalo, Johanna;Mitä jokaisen haastateltavan tulee tietää;Sekalaista;
Kosmoskynä;4;;;2015;Heikkilä, Mervi;Muinaisen maailmankuvan jäljillä;Sekalaista;
Kosmoskynä;2;;;1993;Jaeger, Eeva;NLP Neuro Lingvistic Processing;Sekalaista;
Kosmoskynä;1;;;1990;Anonyymi;Taikapeilin viimeiset päivät;Sekalaista;
Kosmoskynä;1;;;1991;Kasvi, Jyrki J.J.;Tarvikkeet tarpeiden tasalle;Sekalaista;
Kosmoskynä;3;;;1989;Kasvi, Jyrki J.J.;Tietokoneista;Sekalaista;
Kosmoskynä;2;;;1988;Oja, Heikki;Ursa kirjojen kustantajana;Kustantaminen;
Kosmoskynä;1;;;2013;Soikkeli, Markku & Heikkilä, J.;Viisi väittämää sähkökirjasta;Sekalaista;
Kosmoskynä;2;;;2018;Seppälä, Jaakko Markus;Kosmoksen karttajan tunnustuskirje;;Seppälä, Jaakko Markus
Kosmoskynä;3;;;2014;Anonyymi;Kosmoskynän 10 kysymystä;;Seppänen, Irina
Kosmoskynä;3;;;2011;Hinkkanen, Juhani;Alle kuusituhatta merkkiä Kosmoskynästä;Lehdet, Kosmoskynä;
Kosmoskynä;3;;;2011;Sinisalo, Johanna;I had a dream;Lehdet;
Kosmoskynä;2;;;1989;Hinkkanen, Juhani;Kunniallinen tapa päästä eroon Aikakoneesta;Lehdet, Aikakone;
Kosmoskynä;3;;;1989;Oja, Heikki;Kunniallinen tapa päästä eroon Aikakoneesta - osa 2;Lehdet, Aikakone;
Kosmoskynä;4;;;1989;Peltonen, Leena & Hinkkanen, Juhani;Kunniallinen tapa päästä eroon Aikakoneesta - osa 3;Lehdet, Aikakone;
Kosmoskynä;4;;;1989;Jaeger, Eeva;Lyhyt johdatus Kosmoskynän toimitusfilosofiaan;Lehdet, Kosmoskynä;
Kosmoskynä;1;;;1993;Halme, Jukka;Miksi minä halusin tehdä Kosmoskynän?;Lehdet, Kosmoskynä;
Kosmoskynä;1;;;1994;Kivelä, Marko;Minne sinä lähetät tekstejäsi? Osa 1;Lehdet;
Kosmoskynä;2;;;1994;Kivelä, Marko;Minne sinä lähetät tekstejäsi? Osa 2;Lehdet;
Kosmoskynä;3;;;1994;Kivelä, Marko;Minne sinä lähetät tekstejäsi? Osa 3;Lehdet;
Kosmoskynä;4;;;1994;Kivelä, Marko;Minne sinä lähetät tekstejäsi? Osa 4;Lehdet;
Kosmoskynä;2;;;1991;Peltonen, Leena;Mitä on olla sf-lehden toimittaja;Lehdet;
Kosmoskynä;2;;;2010;Henriksson, Saara & Leinonen, Anne;Spekulatiivisia novelleja julkaisevia lehtiä Suomessa;Lehdet;
Kosmoskynä;3;;;2011;Rekunen, Veikko;Tulevaisuus on käsillä;Lehdet;
Kosmoskynä;3;;;1987;Meriranta, Anetta & Pirinen, Pekka;Ulkomaiset sf-lehdet ja niiden tilaaminen;Lehdet;
Kosmoskynä;4;;;1989;Anonyymi;Ulkomaisten lehtien tilaustiedot;Lehdet;
Kosmoskynä;2;;;2006;Anonyymi;Cosmos Pen's Ten Questions for a Writer;;Sinisalo, Johanna
Kosmoskynä;2;;;2003;Karonen, Jarmo;Finlandia Winner Resists Classification;;Sinisalo, Johanna
Kosmoskynä;2;;;2006;Sinisalo, Johanna;Happy Days - Johanna Sinisalo's Tiptree Award Speech;;Sinisalo, Johanna
Kosmoskynä;2;;;1990;Anonyymi;Johanna Sinisalo in Perspective;;Sinisalo, Johanna
Kosmoskynä;3;;;2001;Karppanen, Pasi;Kosmoskynäpalkinto Johanna Sinisalolle;Palkinnot;Sinisalo, Johanna
Kosmoskynä;1;;;2009;Sinisalo, Johanna;Miten Baby Doll kurotti tähtisumuun;;Sinisalo, Johanna
Kosmoskynä;3;;;2000;Peltoniemi, Sari;Näin syntyi trollpunk - haastattelussa Johanna Sinisalo;;Sinisalo, Johanna
Kosmoskynä;1;;;2015;Anonyymi;Kosmoskynän 10 kysymystä;;Sipiläinen, Tarja
