Number;Number_extra;Count;Year;Editor;Image_src;Pages;Size;Link;Notes
;;3;2011;Saloranta, Tuomas;;78;A5;https://urs.fi/pdf/Kultakuoriainen_03.pdf;Kansi: Tuomo Veijanen. Lehden kaksi ensimmäistä numeroa ilmestyi nimellä Uusrahvaanomaisia tarinoita.
;;4;2012;Saloranta, Tuomas;;89;A5;https://urs.fi/pdf/Kultakuoriainen_04.pdf;Kansi: Antti Vanhatalo
;b;4;2012;Saloranta, Tuomas;;83;A5;https://urs.fi/pdf/Kultakuoriainen_04b.pdf;Kansi: Eetu Pellonpää
;;5;2012;Katajala, Jussi;;88;A5;https://urs.fi/pdf/Kultakuoriainen_05.pdf;Kansi: Kristin Sorknes Hundstad. Dekkarinumero.
;;6;2013;Katajala, Jussi & Matilainen, Hanna & Saloranta, Tuomas & Sipiläinen, Tarja;;134;A5;https://urs.fi/pdf/Kultakuoriainen_06.pdf;Kansi: Eero Korpinen. Uusrahvaanomaisen spekulatiivisen fiktion kirjoituskilpailun palkitut novellit.
;;7;2013;Lauronen, Mika-Petri;;93;A5;https://urs.fi/pdf/Kultakuoriainen_07.pdf;Kansi: Dreamstime. Teema oudot maailmat. 
