Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Portti;4;;;2019;Iivonen, Jyrki;Jerome K. Jerome - humoristi joka varoitti meitä roboteista;;Jerome, Jerome K.
Portti;2;;;1990;Rosvall, Matti;K.W. Jeter - mustien kuvien mies;;Jeter, K(evin) W(wayne)
Portti;1;;;1985;Nikkonen, Raimo;Kalevalan sankareita tieteis- ja fantasiakirjallisuudessa;Suomi, Kalevala;
Portti;4;;;1985;Tuohino, Jukka;Science fiction ja Kalevala;Science fiction, Suomi, Kalevala;
Portti;4;;;2010;Hurtta, Boris;Kaapparin lokikirjasta: Kapteeni Hell - Mies, joka tiesi;;
Portti;2;;;2003;Hurtta, Boris;Danse Macabre - Tulenkantajien kauhufantasiat;Kauhu, Suomi;
Portti;1;;;1995;Lehtisalo, Kaarina;Frankenstein kohtaa Frankensteinin;Kauhu;
Portti;2;;;1990;Hurtta, Boris;Horror-sarja;Kauhu;
Portti;3;;;2008;Kivinen, S(eppo Kalevi) Albert;Kauhun filosofiaa;Kauhu;
Portti;3;;;2008;Erkki, Harri;Uusi kauhu kasvaa ihmisestä;Kauhu;
Portti;1;;;1988;Uusitalo, Simo;Yöjuttu - ala-arvoista vai aliarvostettua kauhua?;Kauhu;
Portti;1;;;1995;Nikkonen, Raimo;Frankensteinteemaan liittyviä elokuvia;Elokuvat, Kauhuelokuvat;
Portti;4;;;1995;Tuhkanen, Juho-Antti;Gotiikkaa, gialloja, gorea ja kannibaaleja;Elokuvat, Kauhuelokuvat;
Portti;3;;;1993;Sadelehto, Markku;Jess Franco ja elokuvan syvin olemus;Elokuvat, Kauhuelokuvat;
Portti;1;;;1989;Sadelehto, Markku;Romeron ratkaisut;Elokuvat, Kauhuelokuvat;
Portti;2;;;1989;Sadelehto, Markku;Romeron ratkaisut II;Elokuvat, Kauhuelokuvat;
Portti;3;;;1989;Sadelehto, Markku;Romeron ratkaisut: Jälkikirjoitus;Elokuvat, Kauhuelokuvat;
Portti;4;;;1988;Sadelehto, Markku;Splatterpunk ja Gordonin solmut eli Lovecraftia elvyttämässä;Elokuvat, Kauhuelokuvat;
Portti;4;;;2012;Koponen, Jari;Kun sf Kiinaan tuli;Science fiction, Kiina;
Portti;1;;;1991;Rosvall, Matti;Kuningas ja minä;;King, Stephen
Portti;1;;;1991;Sadelehto, Markku;Stephen King;;King, Stephen
Portti;1;;;2012;Iivonen, Jyrki;Intian ääni Rudyard Kipling;;Kipling, Rudyard
Portti;3;;;2005;Lipponen, Hannu;"Kosmisen sarjakuvan kuningas - Jack ""King"" Kirby";Sarjakuvat, Jack Kirby;
Portti;1;;;2004;Peltoniemi, Sari;Darlingien hautausmaa;Kirjoittaminen;
Portti;2;;;1986;Priest, Christopher;Kuinka science fiction-kirjailija tapetaan;Kirjoittaminen;
Portti;2;;;2003;Sinisalo, Johanna;Mistä kirjailija ei saa aiheitaan;Kirjoittaminen;
Portti;3;;;1985;Rekunen, Veikko;Tieteiskirjallisuuden kirjoittamisesta;Kirjoittaminen;
Portti;2;;;2007;Hurtta, Boris;Kaapparin lokikirjasta: Kosti Koskinen murtaa ajan kahleet;;Koskinen, Kosti
Portti;3;;;2004;Murtosaari, Jukka;Roy G. Krenkel;Taide, Kuvitus, Roy G. Krenkel;
Portti;3;;;2007;Bengtsson, Niklas;Leena Krohn lasten- ja nuortenkirjailijana;;Krohn, Leena
Portti;1;;;1989;Rantalaiho, Liisa;Björn Kurten;;Kurten, Björn
Portti;2;;;2007;Erkki, Harri;Viimeiset merkinnät Lokikirjaan?;Kustantaminen, Loki-kirjat, Niko Aula;
Portti;2;;;2009;Ylimartimo, Sisko;Manalan barbisulottaria ja rastatukkainen Väinämöinen - Fantasiakuvittajat kansalliseepoksen kuvamaailmassa;Taide, Kuvitus, Kalevala;
Portti;2;;;2011;Bengtsson, Niklas;Muutoksia maailmalla - Pikku prinssin kansi ja kuvitus;Taide, Kuvitus;
Portti;2;;;2017;Iivonen, Jyrki;Kurd Lasswitz - Saksankielisen tieteiskirjallisuuden isä;;Lasswitz, Kurd
Portti;2;;;1998;Kuortti, Joel;Myytti on niin kuin se luetaan: Ursula Le Guinin Jotka Omelasista poistuvat;;Le Guin, Ursula K.
