Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Finnzine;1;;;2001;Soikkeli, M.G.;Ihminen tavattavissa;;;;;;
Finnzine;1;;;2007;Soikkeli, M.G.;Jumala kääntyy pohjoiseen, I näytös;;;;;;
Finnzine;2;;;2007;Soikkeli, M.G.;Jumala kääntyy pohjoiseen, II näytös;;;;;;
Finnzine;3;;;2007;Soikkeli, M.G.;Jumala kääntyy pohjoiseen, III näytös;;;;;;
Finnzine;3;;;2007;Soikkeli, M.G.;Jumala kääntyy pohjoiseen, IV näytös;;;;;;
Finnzine;3;;;2004;Soikkeli, M.G.;Kaksi kuuta ranskalaisilla;;;;;;
Finnzine;2;;;2004;Soikkeli, M.G.;Kolme miestä kiinalaisessa;;;;;;
Finnzine;2;;;1997;Soikkeli, M.G.;Kuinka monta kuuta taivaalta?, osa 1;;;;;;
Finnzine;3;;;1997;Soikkeli, M.G.;Kuinka monta kuuta taivaalta?, osa 2;;;;;;
Finnzine;4;;;1997;Soikkeli, M.G.;Kuinka monta kuuta taivaalta?, osa 3;;;;;;
Finnzine;1;;;1998;Soikkeli, M.G.;Metsätähden tarhuri;;;;;;
Finnzine;3;;;1998;Soikkeli, M.G.;Metsätähti & Terrakoti;;;;;;
Finnzine;2;;;1998;Soikkeli, M.G.;Nouseva metsätähti;;;;;;
Finnzine;4;;;2001;Soikkeli, M.G.;Nännykät;;;;;;
Finnzine;4;;;1999;Soikkeli, M.G.;Paluu Metsätähdelle;;;;;;
Finnzine;3;;;2001;Soikkeli, M.G.;Sotiemme vegetaarit;;;;;;
Finnzine;3;;;1999;Soikkeli, M.G.;Taistelu maavedestä;;;;;;
Finnzine;1;;;1999;Soikkeli, M.G.;Terrakodin kapinalliset;;;;;;
Finnzine;4;;;1998;Soikkeli, M.G.;Terrakodin nurkaton jumala;;;;;;
Finnzine;4;;;2004;Soikkeli, M.G.;Vakuumienkeli taiwanilaiseen tapaan;;;;;;
Finnzine;3;;;1996;Soikkeli, M.G.;Viimeinen bitti Pariisissa;;;;;;
Finnzine;1;;;1996;Soikkeli, M.G.;Viimeinen hotelli Firenzessä;;;;;;
Finnzine;4;;;1996;Soikkeli, M.G.;Viimeinen kaupunki Euroopassa;;;;;;
Finnzine;4;;;1995;Soikkeli, M.G.;Viimeinen lento Bejasta;;;;;;
Finnzine;2;;;1996;Soikkeli, M.G.;Viimeinen uhri Venetsiassa;;;;;;
Finnzine;3;;;1995;Soikkeli, M.G.;Viimeinen viesti Lissabonista;;;;;;
Finnzine;2;;;2001;Soikkeli, M.G.;Virkahepo olohuoneessa;;;;;;
Finnzine;2;;;1999;Soikkeli, M.G.;Yksi maa, kaksi jumalaa;;;;;;
Finnzine;2;;;2006;Sten, Ronny;Tritonin tukikohdassa;;;;;;
Finnzine;4;;;1996;Tammi, Lumikki;12 seuraavaa Marsin laulua;;;;;;
Finnzine;2;;;1996;Tammi, Lumikki;Marsin laulut;;;;;;
Finnzine;3;;;1997;Tammi, Lumikki;15 viimeistä Marsin laulua;;;;;;
Finnzine;1;;;2000;Tanskanen, Kari;Ajanluoja;;;;;;
Finnzine;2;;;1999;Tanskanen, Kari;Jokin säteilee ja loistaa;;;;;;
Finnzine;1;;;1999;Tanskanen, Kari;Kuinka oletkin niin vastustamaton?;;;;;;
Finnzine;4;;;1998;Tanskanen, Kari;Määränpää ei tuntematon;;;;;;
Finnzine;3;;;1998;Tanskanen, Kari;Näkö vallitsee, näkemys väistyy;;;;;;
Finnzine;4;;;2007;Tanskanen, Kari;Rollo;;;;;;
Finnzine;4;;;2007;Tanskanen, Kari;Saattohoitoa;;;;;;
Finnzine;3;;;2000;Tanskanen, Kari;Tulevaisuuden Helsinkini;;;;;;
Finnzine;3;;;1999;Tanskanen, Kari;Tunne älysi!;;;;;;
Finnzine;4;;;2004;Tanskanen, Kari;Vitamin X;;;;;;
Finnzine;2;;;1995;Tapio, Juha K.;Isän kädestä, eli avaruusystävämme;;;;;;
Finnzine;3;;;1995;Tapio, Juha K.;Kaksi vampyyrirunoa;;;;runo;;
Finnzine;4;;;1994;Tapio, Juha K.;Lucy Westendin mailleenmeno;;;;;;
